Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
212.0  	 -0.17092  	 -0.07821  	 -0.33831  	 -1353248 
212.1  	 -0.17527  	 -0.11161  	 -0.33401  	 -1336051 
212.2  	 -0.18037  	 -0.14424  	 -0.32632  	 -1305280 
212.3  	 -0.18489  	 -0.17577  	 -0.31526  	 -1261037 
212.4  	 -0.18778  	 -0.20586  	 -0.30090  	 -1203612 
212.5  	 -0.18818  	 -0.23420  	 -0.28337  	 -1133485 
212.6  	 -0.18560  	 -0.26048  	 -0.26283  	 -1051331 
212.7  	 -0.17977  	 -0.28443  	 -0.23950  	 -0958015 
212.8  	 -0.17067  	 -0.30579  	 -0.21365  	 -0854590 
212.9  	 -0.15850  	 -0.32435  	 -0.18557  	 -0742278 
213.0  	 -0.14351  	 -0.33991  	 -0.15562  	 -0622463 
213.1  	 -0.12600  	 -0.35233  	 -0.12417  	 -0496663 
213.2  	 -0.10620  	 -0.36149  	 -0.09163  	 -0366508 
213.3  	 -0.08419  	 -0.36733  	 -0.05843  	 -0233712 
213.4  	 -0.05983  	 -0.36984  	 -0.02501  	 -0100041 
213.5  	 -0.03278  	 -0.36902  	 00.00818  	 00032722 
213.6  	 -0.00237  	 -0.36495  	 00.04070  	 00162806 
213.7  	 00.03224  	 -0.35773  	 00.07212  	 00288493 
213.8  	 00.07216  	 -0.34753  	 00.10204  	 00408143 
213.9  	 00.11853  	 -0.33453  	 00.13006  	 00520224 
214.0  	 00.17257  	 -0.31894  	 00.15584  	 00623348 
214.1  	 00.23537  	 -0.30103  	 00.17907  	 00716288 
214.2  	 00.30775  	 -0.28108  	 00.19950  	 00798001 
214.3  	 00.39022  	 -0.25939  	 00.21691  	 00867649 
214.4  	 00.48276  	 -0.23628  	 00.23115  	 00924611 
214.5  	 00.58478  	 -0.21207  	 00.24213  	 00968501 
214.6  	 00.69509  	 -0.18709  	 00.24979  	 00999165 
214.7  	 00.81176  	 -0.16167  	 00.25417  	 01016698 
214.8  	 00.93235  	 -0.13613  	 00.25536  	 01021432 
214.9  	 01.05368  	 -0.11078  	 00.25348  	 01013940 
215.0  	 01.17222  	 -0.08591  	 00.24875  	 00995017 
215.1  	 01.28408  	 -0.06177  	 00.24142  	 00965667 
215.2  	 01.38519  	 -0.03859  	 00.23177  	 00927071 
215.3  	 01.47164  	 -0.01658  	 00.22014  	 00880565 
215.4  	 01.53969  	 00.00411  	 00.20690  	 00827598 
215.5  	 01.58610  	 00.02336  	 00.19242  	 00769692 
215.6  	 01.60836  	 00.04107  	 00.17710  	 00708403 
215.7  	 01.60471  	 00.05720  	 00.16132  	 00645272 
215.8  	 01.57440  	 00.07174  	 00.14545  	 00581785 
215.9  	 01.51767  	 00.08473  	 00.12983  	 00519330 
216.0  	 01.43582  	 00.09620  	 00.11479  	 00459166 
216.1  	 01.33111  	 00.10626  	 00.10060  	 00402387 
216.2  	 01.20674  	 00.11501  	 00.08747  	 00349899 
216.3  	 01.06660  	 00.12257  	 00.07560  	 00302399 
216.4  	 00.91515  	 00.12908  	 00.06509  	 00260370 
216.5  	 00.75722  	 00.13468  	 00.05602  	 00224069 
216.6  	 00.59761  	 00.13952  	 00.04838  	 00193537 
216.7  	 00.44105  	 00.14374  	 00.04215  	 00168603 
216.8  	 00.29177  	 00.14746  	 00.03723  	 00148909 
216.9  	 00.15344  	 00.15081  	 00.03348  	 00133922 
217.0  	 00.02892  	 00.15388  	 00.03074  	 00122968 
217.1  	 -0.07992  	 00.15676  	 00.02881  	 00115258 
217.2  	 -0.17210  	 00.15951  	 00.02748  	 00109924 
217.3  	 -0.24775  	 00.16216  	 00.02651  	 00106052 
217.4  	 -0.30785  	 00.16473  	 00.02568  	 00102714 
217.5  	 -0.35429  	 00.16720  	 00.02475  	 00099005 
217.6  	 -0.38965  	 00.16956  	 00.02352  	 00094071 
217.7  	 -0.41701  	 00.17174  	 00.02179  	 00087143 
217.8  	 -0.43969  	 00.17367  	 00.01939  	 00077559 
217.9  	 -0.46113  	 00.17529  	 00.01620  	 00064787 
218.0  	 -0.48457  	 00.17650  	 00.01211  	 00048445 
218.1  	 -0.51285  	 00.17721  	 00.00708  	 00028304 
218.2  	 -0.54831  	 00.17732  	 00.00108  	 00004302 
218.3  	 -0.59254  	 00.17673  	 -0.00586  	 -0023459 
218.4  	 -0.64638  	 00.17537  	 -0.01368  	 -0054721 
218.5  	 -0.70981  	 00.17314  	 -0.02227  	 -0089084 
218.6  	 -0.78203  	 00.16999  	 -0.03151  	 -0126022 
218.7  	 -0.86144  	 00.16587  	 -0.04123  	 -0164911 
218.8  	 -0.94582  	 00.16074  	 -0.05126  	 -0205055 
218.9  	 -1.03237  	 00.15460  	 -0.06143  	 -0245713 
219.0  	 -1.11800  	 00.14744  	 -0.07153  	 -0286134 
219.1  	 -1.19940  	 00.13930  	 -0.08140  	 -0325588 
219.2  	 -1.27324  	 00.13022  	 -0.09085  	 -0363394 
219.3  	 -1.33640  	 00.12024  	 -0.09974  	 -0398951 
219.4  	 -1.38605  	 00.10945  	 -0.10794  	 -0431754 
219.5  	 -1.41978  	 00.09792  	 -0.11535  	 -0461419 
219.6  	 -1.43573  	 00.08572  	 -0.12192  	 -0487690 
219.7  	 -1.43263  	 00.07296  	 -0.12761  	 -0510448 
219.8  	 -1.40979  	 00.05972  	 -0.13243  	 -0529709 
219.9  	 -1.36716  	 00.04608  	 -0.13640  	 -0545612 
220.0  	 -1.30521  	 00.03212  	 -0.13960  	 -0558414 
220.1  	 -1.22488  	 00.01791  	 -0.14211  	 -0568459 
220.2  	 -1.12758  	 00.00350  	 -0.14404  	 -0576163 
220.3  	 -1.01498  	 -0.01105  	 -0.14549  	 -0581979 
220.4  	 -0.88899  	 -0.02571  	 -0.14659  	 -0586366 
220.5  	 -0.75175  	 -0.04045  	 -0.14744  	 -0589764 
220.6  	 -0.60533  	 -0.05526  	 -0.14814  	 -0592558 
220.7  	 -0.45195  	 -0.07014  	 -0.14876  	 -0595049 
220.8  	 -0.29367  	 -0.08508  	 -0.14936  	 -0597439 
220.9  	 -0.13261  	 -0.10007  	 -0.14995  	 -0599808 
221.0  	 00.02920  	 -0.11512  	 -0.15053  	 -0602101 
221.1  	 00.18983  	 -0.13023  	 -0.15103  	 -0604135 
221.2  	 00.34735  	 -0.14537  	 -0.15140  	 -0605593 
221.3  	 00.49995  	 -0.16052  	 -0.15151  	 -0606042 
221.4  	 00.64578  	 -0.17564  	 -0.15124  	 -0604949 
221.5  	 00.78300  	 -0.19068  	 -0.15043  	 -0601709 
221.6  	 00.90992  	 -0.20558  	 -0.14892  	 -0595670 
221.7  	 01.02479  	 -0.22023  	 -0.14654  	 -0586162 
221.8  	 01.12603  	 -0.23454  	 -0.14313  	 -0572532 
221.9  	 01.21214  	 -0.24840  	 -0.13854  	 -0554170 
222.0  	 01.28178  	 -0.26166  	 -0.13263  	 -0530539 
222.1  	 01.33395  	 -0.27419  	 -0.12530  	 -0501192 
222.2  	 01.36786  	 -0.28584  	 -0.11645  	 -0465796 
222.3  	 01.38310  	 -0.29644  	 -0.10603  	 -0424138 
222.4  	 01.37964  	 -0.30584  	 -0.09403  	 -0376133 
222.5  	 01.35794  	 -0.31389  	 -0.08046  	 -0321826 
222.6  	 01.31877  	 -0.32042  	 -0.06535  	 -0261385 
222.7  	 01.26340  	 -0.32530  	 -0.04877  	 -0195094 
222.8  	 01.19348  	 -0.32838  	 -0.03083  	 -0123339 
222.9  	 01.11091  	 -0.32955  	 -0.01165  	 -0046597 
223.0  	 01.01791  	 -0.32868  	 00.00865  	 00034584 
223.1  	 00.91675  	 -0.32569  	 00.02990  	 00119594 
223.2  	 00.80984  	 -0.32050  	 00.05195  	 00207781 
223.3  	 00.69945  	 -0.31304  	 00.07461  	 00298460 
223.4  	 00.58770  	 -0.30327  	 00.09773  	 00390926 
223.5  	 00.47648  	 -0.29115  	 00.12112  	 00484466 
223.6  	 00.36729  	 -0.27669  	 00.14459  	 00578358 
223.7  	 00.26131  	 -0.25990  	 00.16797  	 00671879 
223.8  	 00.15929  	 -0.24079  	 00.19108  	 00764305 
223.9  	 00.06157  	 -0.21942  	 00.21373  	 00854908 
224.0  	 -0.03181  	 -0.19584  	 00.23574  	 00942956 
224.1  	 -0.12119  	 -0.17015  	 00.25693  	 01027705 
224.2  	 -0.20706  	 -0.14244  	 00.27710  	 01108397 
224.3  	 -0.29009  	 -0.11283  	 00.29606  	 01184250 
224.4  	 -0.37092  	 -0.08147  	 00.31362  	 01254462 
224.5  	 -0.45013  	 -0.04852  	 00.32955  	 01318201 
224.6  	 -0.52815  	 -0.01415  	 00.34365  	 01374611 
224.7  	 -0.60509  	 00.02142  	 00.35570  	 01422815 
224.8  	 -0.68080  	 00.05797  	 00.36548  	 01461915 
224.9  	 -0.75478  	 00.09524  	 00.37275  	 01491009 
225.0  	 -0.82618  	 00.13297  	 00.37730  	 01509201 
225.1  	 -0.89380  	 00.17086  	 00.37891  	 01515620 
225.2  	 -0.95623  	 00.20860  	 00.37736  	 01509440 
225.3  	 -1.01183  	 00.24584  	 00.37248  	 01489900 
225.4  	 -1.05892  	 00.28225  	 00.36408  	 01456336 
225.5  	 -1.09577  	 00.31746  	 00.35205  	 01408198 
225.6  	 -1.12085  	 00.35109  	 00.33627  	 01345085 
225.7  	 -1.13281  	 00.38275  	 00.31669  	 01266768 
225.8  	 -1.13067  	 00.41208  	 00.29330  	 01173214 
225.9  	 -1.11381  	 00.43870  	 00.26615  	 01064613 
226.0  	 -1.08209  	 00.46223  	 00.23535  	 00941391 
226.1  	 -1.03585  	 00.48234  	 00.20106  	 00804229 
226.2  	 -0.97588  	 00.49869  	 00.16352  	 00654064 
226.3  	 -0.90340  	 00.51099  	 00.12302  	 00492095 
226.4  	 -0.82004  	 00.51899  	 00.07994  	 00319768 
226.5  	 -0.72772  	 00.52246  	 00.03469  	 00138758 
226.6  	 -0.62855  	 00.52123  	 -0.01226  	 -0049054 
226.7  	 -0.52474  	 00.51519  	 -0.06040  	 -0241617 
226.8  	 -0.41853  	 00.50427  	 -0.10919  	 -0436750 
226.9  	 -0.31203  	 00.48847  	 -0.15805  	 -0632187 
227.0  	 -0.20722  	 00.46783  	 -0.20640  	 -0825618 
227.1  	 -0.10575  	 00.44246  	 -0.25368  	 -1014732 
227.2  	 -0.00904  	 00.41253  	 -0.29931  	 -1197256 
227.3  	 00.08187  	 00.37825  	 -0.34275  	 -1370984 
227.4  	 00.16621  	 00.33991  	 -0.38345  	 -1533804 
227.5  	 00.24358  	 00.29781  	 -0.42093  	 -1683718 
227.6  	 00.31383  	 00.25234  	 -0.45471  	 -1818860 
227.7  	 00.37703  	 00.20391  	 -0.48438  	 -1937506 
227.8  	 00.43348  	 00.15293  	 -0.50975  	 -2000000 
227.9  	 00.48353  	 00.09964  	 -0.53293  	 -2000000 
228.0  	 00.52761  	 00.04429  	 -0.55351  	 -1987319 
228.1  	 00.56620  	 -0.01290  	 -0.57183  	 -1923633 
228.2  	 00.59967  	 -0.07162  	 -0.58722  	 -1873245 
228.3  	 00.62839  	 -0.13141  	 -0.59789  	 -1839794 
228.4  	 00.65260  	 -0.19161  	 -0.60201  	 -1827226 
228.5  	 00.67250  	 -0.25137  	 -0.59763  	 -1840601 
228.6  	 00.68820  	 -0.30965  	 -0.58279  	 -1887474 
228.7  	 00.69975  	 -0.36519  	 -0.55538  	 -1980618 
228.8  	 00.70716  	 -0.41670  	 -0.51510  	 -2000000 
228.9  	 00.71047  	 -0.46329  	 -0.46596  	 -1863828 
229.0  	 00.70974  	 -0.50467  	 -0.41372  	 -1654875 
229.1  	 00.70502  	 -0.54062  	 -0.35951  	 -1438053 
229.2  	 00.69651  	 -0.57103  	 -0.30409  	 -1216351 
229.3  	 00.68441  	 -0.59584  	 -0.24816  	 -0992628 
229.4  	 00.66903  	 -0.61508  	 -0.19239  	 -0769545 
229.5  	 00.65071  	 -0.62882  	 -0.13738  	 -0549510 
229.6  	 00.62987  	 -0.63718  	 -0.08366  	 -0334632 
229.7  	 00.60691  	 -0.64035  	 -0.03167  	 -0126695 
229.8  	 00.58223  	 -0.63853  	 00.01821  	 00072855 
229.9  	 00.55621  	 -0.63196  	 00.06573  	 00262903 
230.0  	 00.52918  	 -0.62089  	 00.11066  	 00442649 
230.1  	 00.50137  	 -0.60560  	 00.15290  	 00611583 
230.2  	 00.47294  	 -0.58637  	 00.19236  	 00769444 
230.3  	 00.44398  	 -0.56346  	 00.22904  	 00916176 
230.4  	 00.41451  	 -0.53716  	 00.26297  	 01051887 
230.5  	 00.38449  	 -0.50774  	 00.29420  	 01176794 
230.6  	 00.35383  	 -0.47547  	 00.32280  	 01291181 
230.7  	 00.32247  	 -0.44058  	 00.34884  	 01395353 
230.8  	 00.29038  	 -0.40334  	 00.37240  	 01489599 
230.9  	 00.25755  	 -0.36399  	 00.39354  	 01574160 
231.0  	 00.22406  	 -0.32276  	 00.41230  	 01649203 
231.1  	 00.19007  	 -0.27989  	 00.42870  	 01714801 
231.2  	 00.15585  	 -0.23561  	 00.44273  	 01770931 
231.3  	 00.12173  	 -0.19018  	 00.45437  	 01817467 
231.4  	 00.08810  	 -0.14382  	 00.46355  	 01854192 
231.5  	 00.05543  	 -0.09680  	 00.47020  	 01880807 
231.6  	 00.02416  	 -0.04938  	 00.47424  	 01896954 
231.7  	 -0.00533  	 -0.00182  	 00.47556  	 01902244 
231.8  	 -0.03270  	 00.04558  	 00.47407  	 01896277 
231.9  	 -0.05771  	 00.09255  	 00.46967  	 01878679 
232.0  	 -0.08030  	 00.13878  	 00.46228  	 01849131 
232.1  	 -0.10053  	 00.18396  	 00.45185  	 01807397 
232.2  	 -0.11862  	 00.22780  	 00.43834  	 01753346 
232.3  	 -0.13498  	 00.26997  	 00.42175  	 01686983 
232.4  	 -0.15007  	 00.31018  	 00.40211  	 01608460 
232.5  	 -0.16448  	 00.34814  	 00.37952  	 01518090 
232.6  	 -0.17886  	 00.38355  	 00.35409  	 01416351 
232.7  	 -0.19377  	 00.41614  	 00.32597  	 01303878 
232.8  	 -0.20977  	 00.44568  	 00.29537  	 01181466 
232.9  	 -0.22725  	 00.47193  	 00.26251  	 01050043 
233.0  	 -0.24641  	 00.49470  	 00.22767  	 00910661 
233.1  	 -0.26728  	 00.51381  	 00.19112  	 00764464 
233.2  	 -0.28965  	 00.52912  	 00.15317  	 00612669 
233.3  	 -0.31306  	 00.54054  	 00.11413  	 00456538 
233.4  	 -0.33693  	 00.54797  	 00.07434  	 00297354 
233.5  	 -0.36038  	 00.55138  	 00.03410  	 00136394 
233.6  	 -0.38255  	 00.55075  	 -0.00627  	 -0025084 
233.7  	 -0.40244  	 00.54611  	 -0.04647  	 -0185864 
233.8  	 -0.41917  	 00.53749  	 -0.08619  	 -0344773 
233.9  	 -0.43189  	 00.52497  	 -0.12517  	 -0500698 
234.0  	 -0.43999  	 00.50866  	 -0.16314  	 -0652577 
234.1  	 -0.44304  	 00.48867  	 -0.19985  	 -0799406 
234.2  	 -0.44095  	 00.46517  	 -0.23506  	 -0940225 
234.3  	 -0.43389  	 00.43831  	 -0.26853  	 -1074117 
234.4  	 -0.42236  	 00.40831  	 -0.30005  	 -1200197 
234.5  	 -0.40709  	 00.37537  	 -0.32940  	 -1317606 
234.6  	 -0.38909  	 00.33973  	 -0.35638  	 -1425502 
234.7  	 -0.36946  	 00.30165  	 -0.38077  	 -1523062 
234.8  	 -0.34946  	 00.26142  	 -0.40237  	 -1609484 
234.9  	 -0.33020  	 00.21932  	 -0.42100  	 -1683990 
235.0  	 -0.31280  	 00.17567  	 -0.43646  	 -1745841 
235.1  	 -0.29812  	 00.13081  	 -0.44859  	 -1794355 
235.2  	 -0.28675  	 00.08509  	 -0.45723  	 -1828923 
235.3  	 -0.27894  	 00.03886  	 -0.46226  	 -1849039 
235.4  	 -0.27461  	 -0.00749  	 -0.46358  	 -1854318 
235.5  	 -0.27332  	 -0.05361  	 -0.46113  	 -1844526 
235.6  	 -0.27433  	 -0.09910  	 -0.45490  	 -1819600 
235.7  	 -0.27659  	 -0.14359  	 -0.44492  	 -1779666 
235.8  	 -0.27890  	 -0.18672  	 -0.43126  	 -1725050 
235.9  	 -0.28000  	 -0.22812  	 -0.41407  	 -1656282 
236.0  	 -0.27859  	 -0.26747  	 -0.39352  	 -1574090 
236.1  	 -0.27357  	 -0.30446  	 -0.36985  	 -1479392 
236.2  	 -0.26405  	 -0.33879  	 -0.34332  	 -1373269 
236.3  	 -0.24944  	 -0.37021  	 -0.31424  	 -1256942 
236.4  	 -0.22960  	 -0.39851  	 -0.28294  	 -1131743 
236.5  	 -0.20477  	 -0.42349  	 -0.24977  	 -0999073 
236.6  	 -0.17560  	 -0.44499  	 -0.21509  	 -0860378 
236.7  	 -0.14314  	 -0.46292  	 -0.17928  	 -0717103 
236.8  	 -0.10877  	 -0.47719  	 -0.14267  	 -0570672 
236.9  	 -0.07409  	 -0.48775  	 -0.10561  	 -0422458 
237.0  	 -0.04080  	 -0.49459  	 -0.06844  	 -0273761 
237.1  	 -0.01058  	 -0.49774  	 -0.03145  	 -0125791 
237.2  	 00.01502  	 -0.49723  	 00.00508  	 00020331 
237.3  	 00.03475  	 -0.49314  	 00.04090  	 00163590 
237.4  	 00.04773  	 -0.48556  	 00.07577  	 00303064 
237.5  	 00.05355  	 -0.47462  	 00.10948  	 00437923 
237.6  	 00.05231  	 -0.46043  	 00.14185  	 00567419 
237.7  	 00.04465  	 -0.44316  	 00.17272  	 00690876 
237.8  	 00.03169  	 -0.42297  	 00.20192  	 00807675 
237.9  	 00.01497  	 -0.40004  	 00.22931  	 00917243 
238.0  	 -0.00361  	 -0.37456  	 00.25476  	 01019044 
238.1  	 -0.02195  	 -0.34675  	 00.27814  	 01112574 
238.2  	 -0.03791  	 -0.31681  	 00.29934  	 01197352 
238.3  	 -0.04942  	 -0.28499  	 00.31823  	 01272919 
238.4  	 -0.05469  	 -0.25152  	 00.33471  	 01338842 
238.5  	 -0.05228  	 -0.21665  	 00.34868  	 01394720 
238.6  	 -0.04124  	 -0.18065  	 00.36005  	 01440193 
238.7  	 -0.02121  	 -0.14377  	 00.36874  	 01474948 
238.8  	 00.00755  	 -0.10630  	 00.37469  	 01498740 
238.9  	 00.04424  	 -0.06852  	 00.37785  	 01511396 
239.0  	 00.08742  	 -0.03070  	 00.37821  	 01512838 
239.1  	 00.13522  	 00.00688  	 00.37577  	 01503091 
239.2  	 00.18541  	 00.04394  	 00.37057  	 01482293 
239.3  	 00.23555  	 00.08020  	 00.36268  	 01450701 
