Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
857.1  	 -0.84485  	 -0.23699  	 -0.14219  	 -0568766 
857.2  	 -0.85830  	 -0.24887  	 -0.11877  	 -0475083 
857.3  	 -0.85663  	 -0.25833  	 -0.09462  	 -0378473 
857.4  	 -0.83973  	 -0.26534  	 -0.07010  	 -0280385 
857.5  	 -0.80810  	 -0.26989  	 -0.04556  	 -0182257 
857.6  	 -0.76276  	 -0.27203  	 -0.02137  	 -0085475 
857.7  	 -0.70529  	 -0.27181  	 00.00216  	 00008655 
857.8  	 -0.63749  	 -0.26934  	 00.02473  	 00098935 
857.9  	 -0.56172  	 -0.26473  	 00.04607  	 00184297 
858.0  	 -0.48021  	 -0.25814  	 00.06596  	 00263829 
858.1  	 -0.39552  	 -0.24972  	 00.08419  	 00336776 
858.2  	 -0.30997  	 -0.23965  	 00.10064  	 00402549 
858.3  	 -0.22565  	 -0.22814  	 00.11518  	 00460726 
858.4  	 -0.14460  	 -0.21536  	 00.12776  	 00511045 
858.5  	 -0.06828  	 -0.20152  	 00.13835  	 00553402 
858.6  	 00.00208  	 -0.18683  	 00.14696  	 00587828 
858.7  	 00.06584  	 -0.17147  	 00.15362  	 00614483 
858.8  	 00.12282  	 -0.15563  	 00.15841  	 00633632 
858.9  	 00.17292  	 -0.13949  	 00.16141  	 00645629 
859.0  	 00.21672  	 -0.12321  	 00.16273  	 00650906 
859.1  	 00.25506  	 -0.10696  	 00.16249  	 00649948 
859.2  	 00.28883  	 -0.09088  	 00.16082  	 00643276 
859.3  	 00.31918  	 -0.07510  	 00.15786  	 00631445 
859.4  	 00.34725  	 -0.05972  	 00.15375  	 00615019 
859.5  	 00.37403  	 -0.04486  	 00.14864  	 00594562 
859.6  	 00.40048  	 -0.03059  	 00.14266  	 00570638 
859.7  	 00.42730  	 -0.01700  	 00.13595  	 00543796 
859.8  	 00.45492  	 -0.00413  	 00.12864  	 00514574 
859.9  	 00.48342  	 00.00796  	 00.12087  	 00483491 
860.0  	 00.51263  	 00.01923  	 00.11276  	 00451046 
860.1  	 00.54204  	 00.02967  	 00.10443  	 00417719 
860.2  	 00.57089  	 00.03927  	 00.09599  	 00383966 
860.3  	 00.59818  	 00.04803  	 00.08756  	 00350221 
860.4  	 00.62277  	 00.05595  	 00.07923  	 00316902 
860.5  	 00.64327  	 00.06306  	 00.07110  	 00284393 
860.6  	 00.65845  	 00.06939  	 00.06326  	 00253056 
860.7  	 00.66697  	 00.07497  	 00.05581  	 00223233 
860.8  	 00.66778  	 00.07985  	 00.04881  	 00195224 
860.9  	 00.65986  	 00.08408  	 00.04233  	 00169302 
861.0  	 00.64248  	 00.08772  	 00.03643  	 00145703 
861.1  	 00.61533  	 00.09084  	 00.03116  	 00124623 
861.2  	 00.57832  	 00.09350  	 00.02655  	 00106209 
861.3  	 00.53162  	 00.09576  	 00.02264  	 00090562 
861.4  	 00.47598  	 00.09770  	 00.01943  	 00077729 
861.5  	 00.41218  	 00.09940  	 00.01692  	 00067695 
861.6  	 00.34155  	 00.10091  	 00.01510  	 00060390 
861.7  	 00.26558  	 00.10230  	 00.01392  	 00055679 
861.8  	 00.18585  	 00.10363  	 00.01334  	 00053359 
861.9  	 00.10421  	 00.10496  	 00.01329  	 00053161 
862.0  	 00.02247  	 00.10633  	 00.01369  	 00054759 
862.1  	 -0.05742  	 00.10777  	 00.01444  	 00057764 
862.2  	 -0.13375  	 00.10932  	 00.01543  	 00061740 
862.3  	 -0.20488  	 00.11097  	 00.01655  	 00066202 
862.4  	 -0.26933  	 00.11274  	 00.01766  	 00070632 
862.5  	 -0.32587  	 00.11460  	 00.01862  	 00074497 
862.6  	 -0.37357  	 00.11653  	 00.01931  	 00077248 
862.7  	 -0.41181  	 00.11849  	 00.01959  	 00078349 
862.8  	 -0.44030  	 00.12042  	 00.01932  	 00077288 
862.9  	 -0.45904  	 00.12226  	 00.01840  	 00073587 
863.0  	 -0.46839  	 00.12393  	 00.01671  	 00066828 
863.1  	 -0.46889  	 00.12535  	 00.01417  	 00056661 
863.2  	 -0.46157  	 00.12642  	 00.01071  	 00042821 
863.3  	 -0.44740  	 00.12705  	 00.00629  	 00025143 
863.4  	 -0.42772  	 00.12714  	 00.00089  	 00003565 
863.5  	 -0.40392  	 00.12659  	 -0.00546  	 -0021860 
863.6  	 -0.37752  	 00.12532  	 -0.01274  	 -0050970 
863.7  	 -0.34988  	 00.12323  	 -0.02087  	 -0083481 
863.8  	 -0.32248  	 00.12025  	 -0.02975  	 -0118987 
863.9  	 -0.29662  	 00.11633  	 -0.03925  	 -0156981 
864.0  	 -0.27335  	 00.11141  	 -0.04922  	 -0196864 
864.1  	 -0.25359  	 00.10546  	 -0.05949  	 -0237953 
864.2  	 -0.23802  	 00.09847  	 -0.06988  	 -0279503 
864.3  	 -0.22704  	 00.09045  	 -0.08018  	 -0320733 
864.4  	 -0.22066  	 00.08143  	 -0.09021  	 -0360842 
864.5  	 -0.21874  	 00.07146  	 -0.09976  	 -0399042 
864.6  	 -0.22071  	 00.06059  	 -0.10864  	 -0434577 
864.7  	 -0.22577  	 00.04892  	 -0.11669  	 -0466749 
864.8  	 -0.23300  	 00.03655  	 -0.12373  	 -0494935 
864.9  	 -0.24114  	 00.02359  	 -0.12965  	 -0518608 
865.0  	 -0.24885  	 00.01015  	 -0.13434  	 -0537357 
865.1  	 -0.25474  	 -0.00362  	 -0.13772  	 -0550888 
865.2  	 -0.25743  	 -0.01760  	 -0.13976  	 -0559039 
865.3  	 -0.25548  	 -0.03164  	 -0.14044  	 -0561775 
865.4  	 -0.24773  	 -0.04562  	 -0.13980  	 -0559182 
865.5  	 -0.23310  	 -0.05941  	 -0.13787  	 -0551461 
865.6  	 -0.21087  	 -0.07288  	 -0.13473  	 -0538913 
865.7  	 -0.18056  	 -0.08593  	 -0.13048  	 -0521916 
865.8  	 -0.14192  	 -0.09845  	 -0.12523  	 -0500918 
865.9  	 -0.09523  	 -0.11036  	 -0.11910  	 -0476405 
866.0  	 -0.04098  	 -0.12158  	 -0.11222  	 -0448881 
866.1  	 00.01998  	 -0.13205  	 -0.10471  	 -0418853 
866.2  	 00.08640  	 -0.14173  	 -0.09670  	 -0386815 
866.3  	 00.15697  	 -0.15056  	 -0.08831  	 -0353224 
866.4  	 00.22992  	 -0.15852  	 -0.07962  	 -0318489 
866.5  	 00.30365  	 -0.16559  	 -0.07074  	 -0282968 
866.6  	 00.37622  	 -0.17177  	 -0.06174  	 -0246965 
866.7  	 00.44585  	 -0.17703  	 -0.05268  	 -0210725 
866.8  	 00.51094  	 -0.18140  	 -0.04361  	 -0174434 
866.9  	 00.56989  	 -0.18485  	 -0.03456  	 -0138227 
867.0  	 00.62137  	 -0.18741  	 -0.02555  	 -0102194 
867.1  	 00.66445  	 -0.18907  	 -0.01660  	 -0066385 
867.2  	 00.69821  	 -0.18984  	 -0.00771  	 -0030822 
867.3  	 00.72252  	 -0.18972  	 00.00112  	 00004488 
867.4  	 00.73708  	 -0.18873  	 00.00989  	 00039555 
867.5  	 00.74219  	 -0.18687  	 00.01860  	 00074398 
867.6  	 00.73834  	 -0.18415  	 00.02726  	 00109029 
867.7  	 00.72615  	 -0.18056  	 00.03587  	 00143463 
867.8  	 00.70650  	 -0.17612  	 00.04442  	 00177699 
867.9  	 00.68033  	 -0.17083  	 00.05293  	 00211732 
868.0  	 00.64856  	 -0.16469  	 00.06139  	 00245547 
868.1  	 00.61209  	 -0.15771  	 00.06978  	 00279115 
868.2  	 00.57174  	 -0.14990  	 00.07810  	 00312405 
868.3  	 00.52818  	 -0.14127  	 00.08634  	 00345371 
868.4  	 00.48190  	 -0.13182  	 00.09449  	 00377967 
868.5  	 00.43314  	 -0.12156  	 00.10253  	 00410135 
868.6  	 00.38212  	 -0.11052  	 00.11045  	 00441812 
868.7  	 00.32880  	 -0.09869  	 00.11823  	 00472937 
868.8  	 00.27290  	 -0.08611  	 00.12586  	 00503438 
868.9  	 00.21431  	 -0.07278  	 00.13331  	 00533230 
869.0  	 00.15270  	 -0.05872  	 00.14056  	 00562221 
869.1  	 00.08797  	 -0.04396  	 00.14757  	 00590295 
869.2  	 00.01988  	 -0.02853  	 00.15433  	 00617316 
869.3  	 -0.05149  	 -0.01245  	 00.16078  	 00643122 
869.4  	 -0.12579  	 00.00423  	 00.16688  	 00667508 
869.5  	 -0.20265  	 00.02149  	 00.17256  	 00690229 
869.6  	 -0.28122  	 00.03926  	 00.17775  	 00710998 
869.7  	 -0.36056  	 00.05750  	 00.18237  	 00729473 
869.8  	 -0.43952  	 00.07613  	 00.18631  	 00745256 
869.9  	 -0.51666  	 00.09508  	 00.18948  	 00757901 
870.0  	 -0.59046  	 00.11425  	 00.19173  	 00766911 
870.1  	 -0.65930  	 00.13355  	 00.19294  	 00771746 
870.2  	 -0.72177  	 00.15284  	 00.19296  	 00771833 
870.3  	 -0.77634  	 00.17201  	 00.19164  	 00766576 
870.4  	 -0.82164  	 00.19089  	 00.18884  	 00755375 
870.5  	 -0.85677  	 00.20933  	 00.18441  	 00737641 
870.6  	 -0.88093  	 00.22715  	 00.17820  	 00712810 
870.7  	 -0.89370  	 00.24416  	 00.17009  	 00680370 
870.8  	 -0.89501  	 00.26016  	 00.15997  	 00639879 
870.9  	 -0.88522  	 00.27493  	 00.14775  	 00591000 
871.0  	 -0.86491  	 00.28827  	 00.13338  	 00533512 
871.1  	 -0.83501  	 00.29995  	 00.11683  	 00467334 
871.2  	 -0.79673  	 00.30977  	 00.09814  	 00392541 
871.3  	 -0.75134  	 00.31750  	 00.07735  	 00309392 
871.4  	 -0.70037  	 00.32296  	 00.05458  	 00218331 
871.5  	 -0.64514  	 00.32596  	 00.03000  	 00119993 
871.6  	 -0.58734  	 00.32634  	 00.00380  	 00015209 
871.7  	 -0.52810  	 00.32397  	 -0.02375  	 -0095006 
871.8  	 -0.46861  	 00.31873  	 -0.05237  	 -0209466 
871.9  	 -0.40991  	 00.31056  	 -0.08171  	 -0326830 
872.0  	 -0.35272  	 00.29942  	 -0.11141  	 -0445626 
872.1  	 -0.29762  	 00.28531  	 -0.14107  	 -0564287 
872.2  	 -0.24492  	 00.26828  	 -0.17030  	 -0681188 
872.3  	 -0.19476  	 00.24841  	 -0.19867  	 -0794667 
872.4  	 -0.14720  	 00.22584  	 -0.22577  	 -0903071 
872.5  	 -0.10209  	 00.20072  	 -0.25120  	 -1004783 
872.6  	 -0.05937  	 00.17326  	 -0.27456  	 -1098254 
872.7  	 -0.01877  	 00.14371  	 -0.29551  	 -1182036 
872.8  	 00.01992  	 00.11234  	 -0.31370  	 -1254813 
872.9  	 00.05668  	 00.07946  	 -0.32886  	 -1315423 
873.0  	 00.09167  	 00.04538  	 -0.34072  	 -1362880 
873.1  	 00.12496  	 00.01047  	 -0.34910  	 -1396397 
873.2  	 00.15640  	 -0.02491  	 -0.35385  	 -1415402 
873.3  	 00.18611  	 -0.06040  	 -0.35489  	 -1419551 
873.4  	 00.21388  	 -0.09562  	 -0.35219  	 -1408741 
873.5  	 00.23979  	 -0.13020  	 -0.34578  	 -1383117 
873.6  	 00.26378  	 -0.16377  	 -0.33577  	 -1343063 
873.7  	 00.28603  	 -0.19600  	 -0.32230  	 -1289205 
873.8  	 00.30672  	 -0.22656  	 -0.30560  	 -1222391 
873.9  	 00.32614  	 -0.25516  	 -0.28592  	 -1143671 
874.0  	 00.34465  	 -0.28151  	 -0.26357  	 -1054266 
874.1  	 00.36271  	 -0.30540  	 -0.23889  	 -0955543 
874.2  	 00.38084  	 -0.32662  	 -0.21224  	 -0848965 
874.3  	 00.39949  	 -0.34503  	 -0.18402  	 -0736064 
874.4  	 00.41901  	 -0.36049  	 -0.15460  	 -0618392 
874.5  	 00.43977  	 -0.37292  	 -0.12437  	 -0497485 
874.6  	 00.46189  	 -0.38229  	 -0.09371  	 -0374829 
874.7  	 00.48532  	 -0.38859  	 -0.06296  	 -0251821 
874.8  	 00.50971  	 -0.39183  	 -0.03244  	 -0129750 
874.9  	 00.53463  	 -0.39208  	 -0.00244  	 -0009773 
875.0  	 00.55928  	 -0.38940  	 00.02677  	 00107091 
875.1  	 00.58264  	 -0.38390  	 00.05500  	 00219981 
875.2  	 00.60366  	 -0.37570  	 00.08205  	 00328181 
875.3  	 00.62110  	 -0.36492  	 00.10778  	 00431119 
875.4  	 00.63371  	 -0.35171  	 00.13209  	 00528359 
875.5  	 00.64046  	 -0.33622  	 00.15489  	 00619578 
875.6  	 00.64029  	 -0.31861  	 00.17614  	 00704563 
875.7  	 00.63256  	 -0.29903  	 00.19579  	 00783178 
875.8  	 00.61687  	 -0.27764  	 00.21384  	 00855345 
875.9  	 00.59320  	 -0.25462  	 00.23026  	 00921033 
876.0  	 00.56208  	 -0.23011  	 00.24506  	 00980228 
876.1  	 00.52423  	 -0.20429  	 00.25823  	 01032923 
876.2  	 00.48085  	 -0.17731  	 00.26978  	 01079107 
876.3  	 00.43347  	 -0.14934  	 00.27969  	 01118748 
876.4  	 00.38382  	 -0.12055  	 00.28795  	 01151796 
876.5  	 00.33369  	 -0.09109  	 00.29454  	 01178177 
876.6  	 00.28496  	 -0.06115  	 00.29945  	 01197799 
876.7  	 00.23924  	 -0.03088  	 00.30264  	 01210558 
876.8  	 00.19797  	 -0.00047  	 00.30408  	 01216340 
876.9  	 00.16209  	 00.02990  	 00.30376  	 01215039 
877.0  	 00.13228  	 00.06007  	 00.30164  	 01206574 
877.1  	 00.10851  	 00.08984  	 00.29772  	 01190885 
877.2  	 00.09030  	 00.11904  	 00.29199  	 01167955 
877.3  	 00.07659  	 00.14748  	 00.28445  	 01137819 
877.4  	 00.06591  	 00.17500  	 00.27514  	 01100576 
877.5  	 00.05637  	 00.20141  	 00.26410  	 01056381 
877.6  	 00.04596  	 00.22654  	 00.25137  	 01005461 
877.7  	 00.03247  	 00.25025  	 00.23703  	 00948113 
877.8  	 00.01378  	 00.27236  	 00.22117  	 00884699 
877.9  	 -0.01183  	 00.29275  	 00.20391  	 00815645 
878.0  	 -0.04590  	 00.31129  	 00.18536  	 00741432 
878.1  	 -0.08928  	 00.32785  	 00.16565  	 00662589 
878.2  	 -0.14218  	 00.34235  	 00.14492  	 00579678 
878.3  	 -0.20417  	 00.35468  	 00.12332  	 00493284 
878.4  	 -0.27407  	 00.36478  	 00.10100  	 00404002 
878.5  	 -0.35013  	 00.37259  	 00.07810  	 00312417 
878.6  	 -0.42982  	 00.37807  	 00.05478  	 00219100 
878.7  	 -0.51026  	 00.38118  	 00.03115  	 00124599 
878.8  	 -0.58839  	 00.38192  	 00.00736  	 00029430 
878.9  	 -0.66069  	 00.38027  	 -0.01648  	 -0065934 
879.0  	 -0.72419  	 00.37624  	 -0.04027  	 -0161063 
879.1  	 -0.77567  	 00.36985  	 -0.06389  	 -0255562 
879.2  	 -0.81291  	 00.36113  	 -0.08727  	 -0349072 
879.3  	 -0.83387  	 00.35010  	 -0.11031  	 -0441251 
879.4  	 -0.83745  	 00.33680  	 -0.13294  	 -0531780 
879.5  	 -0.82342  	 00.32129  	 -0.15508  	 -0620332 
879.6  	 -0.79220  	 00.30363  	 -0.17664  	 -0706566 
879.7  	 -0.74521  	 00.28388  	 -0.19753  	 -0790114 
879.8  	 -0.68437  	 00.26211  	 -0.21764  	 -0870562 
879.9  	 -0.61249  	 00.23843  	 -0.23686  	 -0947442 
880.0  	 -0.53244  	 00.21292  	 -0.25506  	 -1020222 
880.1  	 -0.44778  	 00.18571  	 -0.27208  	 -1088308 
880.2  	 -0.36191  	 00.15694  	 -0.28776  	 -1151040 
880.3  	 -0.27799  	 00.12674  	 -0.30192  	 -1207694 
880.4  	 -0.19921  	 00.09531  	 -0.31438  	 -1257501 
880.5  	 -0.12795  	 00.06281  	 -0.32492  	 -1299665 
880.6  	 -0.06638  	 00.02948  	 -0.33335  	 -1333382 
880.7  	 -0.01579  	 -0.00447  	 -0.33946  	 -1357860 
880.8  	 00.02323  	 -0.03878  	 -0.34309  	 -1372357 
880.9  	 00.05051  	 -0.07318  	 -0.34405  	 -1376210 
881.0  	 00.06679  	 -0.10740  	 -0.34221  	 -1368855 
881.1  	 00.07309  	 -0.14115  	 -0.33747  	 -1349863 
881.2  	 00.07096  	 -0.17412  	 -0.32974  	 -1318961 
881.3  	 00.06224  	 -0.20602  	 -0.31901  	 -1276056 
881.4  	 00.04882  	 -0.23656  	 -0.30531  	 -1221245 
881.5  	 00.03274  	 -0.26543  	 -0.28871  	 -1154827 
881.6  	 00.01580  	 -0.29236  	 -0.26933  	 -1077307 
881.7  	 -0.00035  	 -0.31709  	 -0.24735  	 -0989385 
881.8  	 -0.01437  	 -0.33939  	 -0.22299  	 -0891948 
881.9  	 -0.02524  	 -0.35904  	 -0.19651  	 -0786054 
882.0  	 -0.03222  	 -0.37587  	 -0.16823  	 -0672903 
882.1  	 -0.03492  	 -0.38971  	 -0.13845  	 -0553800 
882.2  	 -0.03322  	 -0.40046  	 -0.10753  	 -0430138 
882.3  	 -0.02731  	 -0.40805  	 -0.07584  	 -0303360 
882.4  	 -0.01737  	 -0.41242  	 -0.04373  	 -0174921 
882.5  	 -0.00382  	 -0.41358  	 -0.01156  	 -0046258 
882.6  	 00.01285  	 -0.41155  	 00.02031  	 00081242 
882.7  	 00.03231  	 -0.40639  	 00.05157  	 00206269 
882.8  	 00.05417  	 -0.39820  	 00.08190  	 00327605 
882.9  	 00.07803  	 -0.38710  	 00.11104  	 00444156 
883.0  	 00.10364  	 -0.37322  	 00.13874  	 00554950 
883.1  	 00.13071  	 -0.35674  	 00.16479  	 00659153 
883.2  	 00.15892  	 -0.33784  	 00.18902  	 00756080 
883.3  	 00.18797  	 -0.31671  	 00.21129  	 00845175 
883.4  	 00.21734  	 -0.29356  	 00.23150  	 00926015 
883.5  	 00.24639  	 -0.26860  	 00.24958  	 00998307 
883.6  	 00.27442  	 -0.24206  	 00.26547  	 01061877 
883.7  	 00.30041  	 -0.21414  	 00.27916  	 01116650 
883.8  	 00.32344  	 -0.18507  	 00.29066  	 01162638 
883.9  	 00.34218  	 -0.15508  	 00.29998  	 01199938 
884.0  	 00.35554  	 -0.12436  	 00.30718  	 01228701 
884.1  	 00.36232  	 -0.09313  	 00.31228  	 01249124 
884.2  	 00.36150  	 -0.06159  	 00.31536  	 01261441 
884.3  	 00.35233  	 -0.02995  	 00.31648  	 01265901 
884.4  	 00.33434  	 00.00162  	 00.31569  	 01262766 
884.5  	 00.30753  	 00.03293  	 00.31307  	 01252300 
884.6  	 00.27240  	 00.06380  	 00.30869  	 01234752 
884.7  	 00.22989  	 00.09406  	 00.30259  	 01210358 
884.8  	 00.18146  	 00.12354  	 00.29484  	 01179341 
884.9  	 00.12909  	 00.15209  	 00.28548  	 01141907 
885.0  	 00.07508  	 00.17954  	 00.27456  	 01098255 
885.1  	 00.02204  	 00.20576  	 00.26214  	 01048568 
885.2  	 -0.02732  	 00.23058  	 00.24826  	 00993031 
885.3  	 -0.07042  	 00.25388  	 00.23296  	 00931836 
885.4  	 -0.10466  	 00.27551  	 00.21630  	 00865183 
885.5  	 -0.12807  	 00.29534  	 00.19832  	 00793291 
885.6  	 -0.13897  	 00.31325  	 00.17910  	 00716402 
885.7  	 -0.13648  	 00.32912  	 00.15870  	 00634796 
885.8  	 -0.12033  	 00.34284  	 00.13720  	 00548786 
885.9  	 -0.09114  	 00.35431  	 00.11468  	 00458729 
886.0  	 -0.05007  	 00.36344  	 00.09126  	 00365024 
886.1  	 00.00083  	 00.37014  	 00.06703  	 00268114 
886.2  	 00.05911  	 00.37435  	 00.04212  	 00168496 
886.3  	 00.12182  	 00.37602  	 00.01668  	 00066712 
886.4  	 00.18576  	 00.37510  	 -0.00916  	 -0036644 
886.5  	 00.24781  	 00.37158  	 -0.03523  	 -0140936 
886.6  	 00.30494  	 00.36544  	 -0.06137  	 -0245486 
886.7  	 00.35444  	 00.35670  	 -0.08739  	 -0349577 
886.8  	 00.39418  	 00.34539  	 -0.11312  	 -0452464 
886.9  	 00.42265  	 00.33156  	 -0.13834  	 -0553371 
887.0  	 00.43904  	 00.31527  	 -0.16288  	 -0651505 
887.1  	 00.44326  	 00.29662  	 -0.18652  	 -0746067 
887.2  	 00.43600  	 00.27571  	 -0.20906  	 -0836249 
887.3  	 00.41845  	 00.25268  	 -0.23031  	 -0921242 
887.4  	 00.39240  	 00.22767  	 -0.25006  	 -1000245 
887.5  	 00.35988  	 00.20086  	 -0.26812  	 -1072469 
887.6  	 00.32321  	 00.17243  	 -0.28429  	 -1137142 
887.7  	 00.28442  	 00.14260  	 -0.29838  	 -1193511 
887.8  	 00.24554  	 00.11158  	 -0.31021  	 -1240848 
887.9  	 00.20804  	 00.07961  	 -0.31962  	 -1278463 
888.0  	 00.17301  	 00.04697  	 -0.32643  	 -1305709 
888.1  	 00.14089  	 00.01392  	 -0.33050  	 -1321993 
888.2  	 00.11151  	 -0.01925  	 -0.33170  	 -1326788 
888.3  	 00.08409  	 -0.05224  	 -0.32992  	 -1319661 
888.4  	 00.05746  	 -0.08475  	 -0.32507  	 -1300280 
888.5  	 00.02992  	 -0.11646  	 -0.31711  	 -1268438 
888.6  	 -0.00012  	 -0.14706  	 -0.30602  	 -1224086 
888.7  	 -0.03448  	 -0.17624  	 -0.29183  	 -1167339 
888.8  	 -0.07472  	 -0.20371  	 -0.27463  	 -1098505 
888.9  	 -0.12196  	 -0.22916  	 -0.25452  	 -1018093 
889.0  	 -0.17670  	 -0.25233  	 -0.23171  	 -0926837 
889.1  	 -0.23880  	 -0.27297  	 -0.20642  	 -0825683 
889.2  	 -0.30754  	 -0.29087  	 -0.17895  	 -0715785 
889.3  	 -0.38116  	 -0.30583  	 -0.14963  	 -0598507 
889.4  	 -0.45728  	 -0.31771  	 -0.11885  	 -0475390 
889.5  	 -0.53310  	 -0.32642  	 -0.08703  	 -0348116 
889.6  	 -0.60510  	 -0.33188  	 -0.05462  	 -0218482 
889.7  	 -0.66981  	 -0.33409  	 -0.02209  	 -0088360 
889.8  	 -0.72367  	 -0.33308  	 00.01009  	 00040358 
889.9  	 -0.76331  	 -0.32893  	 00.04145  	 00165808 
890.0  	 -0.78606  	 -0.32178  	 00.07155  	 00286195 
890.1  	 -0.78978  	 -0.31178  	 00.09996  	 00399838 
890.2  	 -0.77346  	 -0.29915  	 00.12630  	 00505203 
890.3  	 -0.73684  	 -0.28413  	 00.15024  	 00600948 
890.4  	 -0.68101  	 -0.26698  	 00.17149  	 00685946 
890.5  	 -0.60787  	 -0.24800  	 00.18983  	 00759302 
890.6  	 -0.52057  	 -0.22749  	 00.20509  	 00820378 
890.7  	 -0.42274  	 -0.20577  	 00.21720  	 00868798 
890.8  	 -0.31887  	 -0.18316  	 00.22611  	 00904457 
890.9  	 -0.21382  	 -0.15997  	 00.23188  	 00927513 
891.0  	 -0.11235  	 -0.13651  	 00.23460  	 00938384 
891.1  	 -0.01928  	 -0.11307  	 00.23443  	 00937727 
891.2  	 00.06135  	 -0.08991  	 00.23160  	 00926417 
891.3  	 00.12596  	 -0.06727  	 00.22638  	 00905518 
891.4  	 00.17193  	 -0.04536  	 00.21906  	 00876251 
891.5  	 00.19769  	 -0.02436  	 00.20999  	 00839949 
891.6  	 00.20279  	 -0.00441  	 00.19950  	 00798017 
891.7  	 00.18795  	 00.01438  	 00.18797  	 00751881 
891.8  	 00.15474  	 00.03196  	 00.17574  	 00702947 
891.9  	 00.10587  	 00.04827  	 00.16314  	 00652569 
892.0  	 00.04469  	 00.06332  	 00.15050  	 00601998 
892.1  	 -0.02485  	 00.07713  	 00.13809  	 00552344 
892.2  	 -0.09866  	 00.08975  	 00.12614  	 00504568 
892.3  	 -0.17244  	 00.10123  	 00.11486  	 00459445 
892.4  	 -0.24218  	 00.11167  	 00.10439  	 00417558 
892.5  	 -0.30421  	 00.12115  	 00.09482  	 00379285 
892.6  	 -0.35545  	 00.12977  	 00.08620  	 00344808 
892.7  	 -0.39341  	 00.13763  	 00.07853  	 00314116 
892.8  	 -0.41656  	 00.14480  	 00.07175  	 00287014 
892.9  	 -0.42391  	 00.15138  	 00.06579  	 00263148 
893.0  	 -0.41546  	 00.15743  	 00.06051  	 00242026 
893.1  	 -0.39163  	 00.16301  	 00.05576  	 00223036 
893.2  	 -0.35359  	 00.16814  	 00.05137  	 00205479 
893.3  	 -0.30289  	 00.17286  	 00.04715  	 00188604 
893.4  	 -0.24139  	 00.17715  	 00.04291  	 00171623 
893.5  	 -0.17095  	 00.18099  	 00.03844  	 00153748 
893.6  	 -0.09364  	 00.18435  	 00.03356  	 00134221 
893.7  	 -0.01137  	 00.18716  	 00.02808  	 00112335 
893.8  	 00.07430  	 00.18934  	 00.02187  	 00087464 
893.9  	 00.16173  	 00.19082  	 00.01477  	 00059076 
894.0  	 00.24983  	 00.19149  	 00.00669  	 00026765 
894.1  	 00.33748  	 00.19125  	 -0.00243  	 -0009738 
894.2  	 00.42399  	 00.18998  	 -0.01264  	 -0050555 
894.3  	 00.50874  	 00.18759  	 -0.02391  	 -0095654 
894.4  	 00.59107  	 00.18397  	 -0.03621  	 -0144838 
894.5  	 00.67049  	 00.17903  	 -0.04944  	 -0197752 
894.6  	 00.74633  	 00.17268  	 -0.06347  	 -0253884 
894.7  	 00.81782  	 00.16486  	 -0.07814  	 -0312579 
894.8  	 00.88423  	 00.15554  	 -0.09326  	 -0373054 
894.9  	 00.94437  	 00.14468  	 -0.10860  	 -0434409 
895.0  	 00.99725  	 00.13229  	 -0.12392  	 -0495662 
895.1  	 01.04156  	 00.11839  	 -0.13894  	 -0555765 
895.2  	 01.07614  	 00.10305  	 -0.15341  	 -0613631 
895.3  	 01.09974  	 00.08635  	 -0.16704  	 -0668157 
895.4  	 01.11133  	 00.06839  	 -0.17956  	 -0718249 
895.5  	 01.11005  	 00.04932  	 -0.19071  	 -0762852 
895.6  	 01.09531  	 00.02930  	 -0.20024  	 -0800966 
895.7  	 01.06691  	 00.00850  	 -0.20791  	 -0831657 
895.8  	 01.02500  	 -0.01285  	 -0.21352  	 -0854090 
895.9  	 00.97001  	 -0.03454  	 -0.21688  	 -0867535 
896.0  	 00.90288  	 -0.05632  	 -0.21784  	 -0871377 
896.1  	 00.82479  	 -0.07795  	 -0.21628  	 -0865134 
896.2  	 00.73720  	 -0.09916  	 -0.21212  	 -0848468 
896.3  	 00.64175  	 -0.11969  	 -0.20530  	 -0821194 
896.4  	 00.54021  	 -0.13927  	 -0.19582  	 -0783287 
896.5  	 00.43420  	 -0.15765  	 -0.18372  	 -0734887 
896.6  	 00.32554  	 -0.17455  	 -0.16908  	 -0676306 
896.7  	 00.21568  	 -0.18975  	 -0.15201  	 -0608027 
896.8  	 00.10580  	 -0.20302  	 -0.13268  	 -0530710 
896.9  	 -0.00291  	 -0.21415  	 -0.11129  	 -0445178 
897.0  	 -0.10982  	 -0.22296  	 -0.08810  	 -0352412 
897.1  	 -0.21427  	 -0.22930  	 -0.06338  	 -0253535 
897.2  	 -0.31603  	 -0.23304  	 -0.03745  	 -0149799 
897.3  	 -0.41506  	 -0.23411  	 -0.01064  	 -0042560 
897.4  	 -0.51111  	 -0.23244  	 00.01669  	 00066744 
897.5  	 -0.60433  	 -0.22802  	 00.04415  	 00176620 
897.6  	 -0.69458  	 -0.22089  	 00.07139  	 00285548 
897.7  	 -0.78166  	 -0.21109  	 00.09800  	 00392011 
897.8  	 -0.86540  	 -0.19872  	 00.12363  	 00494513 
897.9  	 -0.94511  	 -0.18393  	 00.14790  	 00591615 
898.0  	 -1.02018  	 -0.16688  	 00.17049  	 00681953 
