Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
054.4  	 -1.00227  	 -0.08085  	 00.19768  	 00790728 
054.5  	 -1.05222  	 -0.05918  	 00.21667  	 00866687 
054.6  	 -1.08226  	 -0.03578  	 00.23401  	 00936053 
054.7  	 -1.09312  	 -0.01085  	 00.24932  	 00997284 
054.8  	 -1.08601  	 00.01538  	 00.26222  	 01048891 
054.9  	 -1.06264  	 00.04261  	 00.27237  	 01089474 
055.0  	 -1.02502  	 00.07056  	 00.27944  	 01117752 
055.1  	 -0.97546  	 00.09887  	 00.28315  	 01132597 
055.2  	 -0.91642  	 00.12720  	 00.28327  	 01133067 
055.3  	 -0.85047  	 00.15516  	 00.27961  	 01118440 
055.4  	 -0.78012  	 00.18236  	 00.27206  	 01088244 
055.5  	 -0.70782  	 00.20842  	 00.26057  	 01042281 
055.6  	 -0.63583  	 00.23294  	 00.24517  	 00980660 
055.7  	 -0.56618  	 00.25553  	 00.22595  	 00903805 
055.8  	 -0.50058  	 00.27585  	 00.20312  	 00812466 
055.9  	 -0.44044  	 00.29354  	 00.17693  	 00707715 
056.0  	 -0.38679  	 00.30831  	 00.14773  	 00590936 
056.1  	 -0.34031  	 00.31991  	 00.11595  	 00463790 
056.2  	 -0.30133  	 00.32811  	 00.08205  	 00328184 
056.3  	 -0.26981  	 00.33277  	 00.04655  	 00186220 
056.4  	 -0.24544  	 00.33377  	 00.01003  	 00040137 
056.5  	 -0.22763  	 00.33108  	 -0.02694  	 -0107744 
056.6  	 -0.21558  	 00.32470  	 -0.06377  	 -0255080 
056.7  	 -0.20835  	 00.31471  	 -0.09989  	 -0399569 
056.8  	 -0.20489  	 00.30123  	 -0.13475  	 -0539002 
056.9  	 -0.20410  	 00.28445  	 -0.16783  	 -0671306 
057.0  	 -0.20491  	 00.26459  	 -0.19865  	 -0794588 
057.1  	 -0.20628  	 00.24191  	 -0.22679  	 -0907163 
057.2  	 -0.20725  	 00.21672  	 -0.25190  	 -1007583 
057.3  	 -0.20700  	 00.18935  	 -0.27366  	 -1094646 
057.4  	 -0.20479  	 00.16017  	 -0.29185  	 -1167415 
057.5  	 -0.20003  	 00.12954  	 -0.30631  	 -1225220 
057.6  	 -0.19222  	 00.09785  	 -0.31692  	 -1267664 
057.7  	 -0.18097  	 00.06548  	 -0.32365  	 -1294618 
057.8  	 -0.16596  	 00.03282  	 -0.32655  	 -1306220 
057.9  	 -0.14694  	 00.00025  	 -0.32572  	 -1302864 
058.0  	 -0.12366  	 -0.03188  	 -0.32130  	 -1285189 
058.1  	 -0.09593  	 -0.06323  	 -0.31351  	 -1254058 
058.2  	 -0.06351  	 -0.09349  	 -0.30263  	 -1210539 
058.3  	 -0.02622  	 -0.12239  	 -0.28897  	 -1155870 
058.4  	 00.01614  	 -0.14967  	 -0.27286  	 -1091431 
058.5  	 00.06371  	 -0.17514  	 -0.25468  	 -1018703 
058.6  	 00.11659  	 -0.19862  	 -0.23481  	 -0939226 
058.7  	 00.17476  	 -0.21999  	 -0.21364  	 -0854558 
058.8  	 00.23807  	 -0.23914  	 -0.19156  	 -0766231 
058.9  	 00.30618  	 -0.25604  	 -0.16893  	 -0675713 
059.0  	 00.37852  	 -0.27064  	 -0.14609  	 -0584369 
059.1  	 00.45428  	 -0.28298  	 -0.12336  	 -0493430 
059.2  	 00.53238  	 -0.29308  	 -0.10099  	 -0403969 
059.3  	 00.61147  	 -0.30100  	 -0.07922  	 -0316883 
059.4  	 00.68992  	 -0.30682  	 -0.05822  	 -0232880 
059.5  	 00.76591  	 -0.31064  	 -0.03812  	 -0152477 
059.6  	 00.83745  	 -0.31254  	 -0.01900  	 -0076004 
059.7  	 00.90243  	 -0.31263  	 -0.00090  	 -0003612 
059.8  	 00.95876  	 -0.31101  	 00.01618  	 00064713 
059.9  	 01.00444  	 -0.30778  	 00.03228  	 00129129 
060.0  	 01.03767  	 -0.30303  	 00.04748  	 00189917 
060.1  	 01.05693  	 -0.29685  	 00.06186  	 00247453 
060.2  	 01.06110  	 -0.28929  	 00.07555  	 00302186 
060.3  	 01.04955  	 -0.28043  	 00.08865  	 00354605 
060.4  	 01.02215  	 -0.27030  	 00.10130  	 00405211 
060.5  	 00.97935  	 -0.25893  	 00.11362  	 00454493 
060.6  	 00.92217  	 -0.24636  	 00.12572  	 00502896 
060.7  	 00.85214  	 -0.23259  	 00.13770  	 00550797 
060.8  	 00.77133  	 -0.21763  	 00.14962  	 00598482 
060.9  	 00.68215  	 -0.20148  	 00.16153  	 00646124 
061.0  	 00.58735  	 -0.18413  	 00.17344  	 00693771 
061.1  	 00.48981  	 -0.16560  	 00.18533  	 00741330 
061.2  	 00.39246  	 -0.14588  	 00.19714  	 00788562 
061.3  	 00.29813  	 -0.12501  	 00.20877  	 00835086 
061.4  	 00.20938  	 -0.10300  	 00.22009  	 00880377 
061.5  	 00.12842  	 -0.07990  	 00.23095  	 00923785 
061.6  	 00.05699  	 -0.05579  	 00.24114  	 00964548 
061.7  	 -0.00368  	 -0.03074  	 00.25045  	 01001813 
061.8  	 -0.05298  	 -0.00488  	 00.25867  	 01034661 
061.9  	 -0.09086  	 00.02168  	 00.26553  	 01062137 
062.0  	 -0.11783  	 00.04876  	 00.27082  	 01083274 
062.1  	 -0.13493  	 00.07619  	 00.27428  	 01097128 
062.2  	 -0.14359  	 00.10376  	 00.27570  	 01102807 
062.3  	 -0.14559  	 00.13124  	 00.27487  	 01099495 
062.4  	 -0.14287  	 00.15841  	 00.27162  	 01086488 
062.5  	 -0.13746  	 00.18499  	 00.26580  	 01063214 
062.6  	 -0.13134  	 00.21072  	 00.25732  	 01029260 
062.7  	 -0.12630  	 00.23533  	 00.24610  	 00984387 
062.8  	 -0.12385  	 00.25854  	 00.23214  	 00928546 
062.9  	 -0.12516  	 00.28009  	 00.21547  	 00861889 
063.0  	 -0.13099  	 00.29971  	 00.19619  	 00784773 
063.1  	 -0.14165  	 00.31715  	 00.17444  	 00697755 
063.2  	 -0.15705  	 00.33219  	 00.15040  	 00601584 
063.3  	 -0.17669  	 00.34462  	 00.12430  	 00497185 
063.4  	 -0.19973  	 00.35426  	 00.09641  	 00385639 
063.5  	 -0.22508  	 00.36097  	 00.06704  	 00268154 
063.6  	 -0.25147  	 00.36462  	 00.03651  	 00146040 
063.7  	 -0.27754  	 00.36513  	 00.00517  	 00020675 
063.8  	 -0.30198  	 00.36247  	 -0.02663  	 -0106528 
063.9  	 -0.32357  	 00.35662  	 -0.05854  	 -0234145 
064.0  	 -0.34129  	 00.34760  	 -0.09019  	 -0360771 
064.1  	 -0.35438  	 00.33547  	 -0.12126  	 -0485046 
064.2  	 -0.36238  	 00.32033  	 -0.15142  	 -0605668 
064.3  	 -0.36516  	 00.30229  	 -0.18035  	 -0721410 
064.4  	 -0.36289  	 00.28152  	 -0.20778  	 -0831130 
064.5  	 -0.35610  	 00.25817  	 -0.23344  	 -0933769 
064.6  	 -0.34555  	 00.23246  	 -0.25709  	 -1028364 
064.7  	 -0.33226  	 00.20461  	 -0.27851  	 -1114034 
064.8  	 -0.31740  	 00.17486  	 -0.29750  	 -1189989 
064.9  	 -0.30225  	 00.14347  	 -0.31388  	 -1255519 
065.0  	 -0.28810  	 00.11072  	 -0.32750  	 -1309998 
065.1  	 -0.27625  	 00.07690  	 -0.33822  	 -1352879 
065.2  	 -0.26786  	 00.04231  	 -0.34592  	 -1383698 
065.3  	 -0.26398  	 00.00726  	 -0.35052  	 -1402077 
065.4  	 -0.26546  	 -0.02794  	 -0.35193  	 -1407731 
065.5  	 -0.27294  	 -0.06295  	 -0.35012  	 -1400475 
065.6  	 -0.28680  	 -0.09745  	 -0.34506  	 -1380231 
065.7  	 -0.30721  	 -0.13113  	 -0.33676  	 -1347043 
065.8  	 -0.33405  	 -0.16366  	 -0.32527  	 -1301081 
065.9  	 -0.36698  	 -0.19472  	 -0.31066  	 -1242655 
066.0  	 -0.40543  	 -0.22403  	 -0.29305  	 -1172215 
066.1  	 -0.44861  	 -0.25129  	 -0.27259  	 -1090362 
066.2  	 -0.49552  	 -0.27623  	 -0.24946  	 -0997843 
066.3  	 -0.54501  	 -0.29862  	 -0.22389  	 -0895548 
066.4  	 -0.59576  	 -0.31823  	 -0.19613  	 -0784503 
066.5  	 -0.64635  	 -0.33488  	 -0.16647  	 -0665861 
066.6  	 -0.69524  	 -0.34840  	 -0.13522  	 -0540886 
066.7  	 -0.74086  	 -0.35868  	 -0.10273  	 -0410936 
066.8  	 -0.78154  	 -0.36561  	 -0.06936  	 -0277442 
066.9  	 -0.81568  	 -0.36916  	 -0.03547  	 -0141891 
067.0  	 -0.84169  	 -0.36930  	 -0.00145  	 -0005801 
067.1  	 -0.85809  	 -0.36607  	 00.03233  	 00129302 
067.2  	 -0.86351  	 -0.35952  	 00.06547  	 00261899 
067.3  	 -0.85678  	 -0.34976  	 00.09763  	 00390508 
067.4  	 -0.83695  	 -0.33692  	 00.12842  	 00513693 
067.5  	 -0.80338  	 -0.32117  	 00.15752  	 00630091 
067.6  	 -0.75570  	 -0.30271  	 00.18460  	 00738419 
067.7  	 -0.69391  	 -0.28177  	 00.20937  	 00837496 
067.8  	 -0.61840  	 -0.25861  	 00.23156  	 00926252 
067.9  	 -0.52993  	 -0.23352  	 00.25094  	 01003742 
068.0  	 -0.42963  	 -0.20679  	 00.26729  	 01069160 
068.1  	 -0.31897  	 -0.17874  	 00.28046  	 01121846 
068.2  	 -0.19976  	 -0.14971  	 00.29033  	 01161304 
068.3  	 -0.07408  	 -0.12003  	 00.29680  	 01187208 
068.4  	 00.05582  	 -0.09005  	 00.29985  	 01199413 
068.5  	 00.18756  	 -0.06010  	 00.29949  	 01197968 
068.6  	 00.31870  	 -0.03052  	 00.29578  	 01183114 
068.7  	 00.44689  	 -0.00164  	 00.28882  	 01155293 
068.8  	 00.56987  	 00.02624  	 00.27879  	 01115141 
068.9  	 00.68559  	 00.05283  	 00.26587  	 01063482 
069.0  	 00.79231  	 00.07786  	 00.25033  	 01001317 
069.1  	 00.88857  	 00.10111  	 00.23245  	 00929801 
069.2  	 00.97333  	 00.12236  	 00.21255  	 00850220 
069.3  	 01.04586  	 00.14146  	 00.19099  	 00763964 
069.4  	 01.10586  	 00.15827  	 00.16812  	 00672492 
069.5  	 01.15336  	 00.17271  	 00.14433  	 00577301 
069.6  	 01.18872  	 00.18470  	 00.11997  	 00479891 
069.7  	 01.21255  	 00.19425  	 00.09543  	 00381730 
069.8  	 01.22569  	 00.20135  	 00.07106  	 00284223 
069.9  	 01.22910  	 00.20607  	 00.04717  	 00188691 
070.0  	 01.22382  	 00.20848  	 00.02409  	 00096341 
070.1  	 01.21090  	 00.20868  	 00.00206  	 00008253 
070.2  	 01.19133  	 00.20682  	 -0.01866  	 -0074632 
070.3  	 01.16601  	 00.20303  	 -0.03788  	 -0151523 
070.4  	 01.13571  	 00.19749  	 -0.05544  	 -0221776 
070.5  	 01.10105  	 00.19036  	 -0.07122  	 -0284900 
070.6  	 01.06247  	 00.18185  	 -0.08514  	 -0340542 
070.7  	 01.02029  	 00.17214  	 -0.09712  	 -0388490 
070.8  	 00.97467  	 00.16142  	 -0.10716  	 -0428657 
070.9  	 00.92570  	 00.14989  	 -0.11527  	 -0461069 
071.0  	 00.87335  	 00.13775  	 -0.12147  	 -0485860 
071.1  	 00.81761  	 00.12517  	 -0.12581  	 -0503253 
071.2  	 00.75842  	 00.11233  	 -0.12839  	 -0513552 
071.3  	 00.69578  	 00.09940  	 -0.12928  	 -0517131 
071.4  	 00.62975  	 00.08654  	 -0.12860  	 -0514418 
071.5  	 00.56046  	 00.07389  	 -0.12647  	 -0505892 
071.6  	 00.48811  	 00.06159  	 -0.12302  	 -0492065 
071.7  	 00.41301  	 00.04975  	 -0.11837  	 -0473479 
071.8  	 00.33553  	 00.03849  	 -0.11267  	 -0450695 
071.9  	 00.25614  	 00.02788  	 -0.10607  	 -0424283 
072.0  	 00.17532  	 00.01801  	 -0.09870  	 -0394817 
072.1  	 00.09359  	 00.00894  	 -0.09072  	 -0362868 
072.2  	 00.01148  	 00.00071  	 -0.08225  	 -0328996 
072.3  	 -0.07046  	 -0.00663  	 -0.07344  	 -0293747 
072.4  	 -0.15173  	 -0.01307  	 -0.06441  	 -0257647 
072.5  	 -0.23186  	 -0.01860  	 -0.05530  	 -0221198 
072.6  	 -0.31041  	 -0.02323  	 -0.04622  	 -0184875 
072.7  	 -0.38695  	 -0.02695  	 -0.03728  	 -0149125 
072.8  	 -0.46107  	 -0.02981  	 -0.02859  	 -0114361 
072.9  	 -0.53238  	 -0.03184  	 -0.02024  	 -0080967 
073.0  	 -0.60050  	 -0.03307  	 -0.01232  	 -0049292 
073.1  	 -0.66500  	 -0.03356  	 -0.00491  	 -0019652 
073.2  	 -0.72546  	 -0.03337  	 00.00192  	 00007669 
073.3  	 -0.78140  	 -0.03256  	 00.00811  	 00032423 
073.4  	 -0.83233  	 -0.03120  	 00.01360  	 00054393 
073.5  	 -0.87774  	 -0.02936  	 00.01835  	 00073396 
073.6  	 -0.91712  	 -0.02713  	 00.02232  	 00089284 
073.7  	 -0.94997  	 -0.02458  	 00.02549  	 00101941 
073.8  	 -0.97582  	 -0.02180  	 00.02782  	 00111284 
073.9  	 -0.99430  	 -0.01887  	 00.02932  	 00117269 
074.0  	 -1.00514  	 -0.01587  	 00.02997  	 00119883 
074.1  	 -1.00818  	 -0.01289  	 00.02979  	 00119155 
074.2  	 -1.00344  	 -0.01001  	 00.02879  	 00115148 
074.3  	 -0.99110  	 -0.00731  	 00.02699  	 00107968 
074.4  	 -0.97151  	 -0.00487  	 00.02444  	 00097758 
074.5  	 -0.94520  	 -0.00275  	 00.02118  	 00084703 
074.6  	 -0.91287  	 -0.00103  	 00.01726  	 00069030 
074.7  	 -0.87535  	 00.00025  	 00.01275  	 00051005 
074.8  	 -0.83358  	 00.00102  	 00.00773  	 00030932 
074.9  	 -0.78853  	 00.00125  	 00.00229  	 00009150 
075.0  	 -0.74123  	 00.00090  	 -0.00349  	 -0013966 
075.1  	 -0.69265  	 -0.00005  	 -0.00950  	 -0038016 
075.2  	 -0.64370  	 -0.00161  	 -0.01564  	 -0062575 
075.3  	 -0.59517  	 -0.00379  	 -0.02180  	 -0087201 
075.4  	 -0.54767  	 -0.00658  	 -0.02786  	 -0111444 
075.5  	 -0.50169  	 -0.00995  	 -0.03371  	 -0134850 
075.6  	 -0.45749  	 -0.01388  	 -0.03924  	 -0156970 
075.7  	 -0.41516  	 -0.01831  	 -0.04434  	 -0177371 
075.8  	 -0.37461  	 -0.02320  	 -0.04891  	 -0195639 
075.9  	 -0.33561  	 -0.02849  	 -0.05285  	 -0211394 
076.0  	 -0.29780  	 -0.03409  	 -0.05607  	 -0224293 
076.1  	 -0.26071  	 -0.03994  	 -0.05851  	 -0234041 
076.2  	 -0.22386  	 -0.04595  	 -0.06010  	 -0240398 
076.3  	 -0.18672  	 -0.05203  	 -0.06080  	 -0243186 
076.4  	 -0.14881  	 -0.05809  	 -0.06057  	 -0242294 
076.5  	 -0.10969  	 -0.06403  	 -0.05942  	 -0237683 
076.6  	 -0.06899  	 -0.06977  	 -0.05735  	 -0229389 
076.7  	 -0.02643  	 -0.07521  	 -0.05438  	 -0217524 
076.8  	 00.01817  	 -0.08026  	 -0.05057  	 -0202278 
076.9  	 00.06492  	 -0.08486  	 -0.04598  	 -0183911 
077.0  	 00.11385  	 -0.08893  	 -0.04069  	 -0162751 
077.1  	 00.16490  	 -0.09241  	 -0.03480  	 -0139190 
077.2  	 00.21800  	 -0.09525  	 -0.02842  	 -0113670 
077.3  	 00.27300  	 -0.09742  	 -0.02167  	 -0086671 
077.4  	 00.32976  	 -0.09889  	 -0.01468  	 -0058706 
077.5  	 00.38811  	 -0.09964  	 -0.00757  	 -0030300 
077.6  	 00.44782  	 -0.09969  	 -0.00049  	 -0001976 
077.7  	 00.50869  	 -0.09905  	 00.00644  	 00025755 
077.8  	 00.57041  	 -0.09774  	 00.01310  	 00052415 
077.9  	 00.63262  	 -0.09580  	 00.01939  	 00077570 
078.0  	 00.69484  	 -0.09328  	 00.02521  	 00100843 
078.1  	 00.75649  	 -0.09023  	 00.03048  	 00121928 
078.2  	 00.81679  	 -0.08671  	 00.03515  	 00140601 
078.3  	 00.87480  	 -0.08280  	 00.03918  	 00156724 
078.4  	 00.92939  	 -0.07854  	 00.04256  	 00170256 
078.5  	 00.97927  	 -0.07401  	 00.04531  	 00181252 
078.6  	 01.02297  	 -0.06926  	 00.04747  	 00189865 
078.7  	 01.05889  	 -0.06435  	 00.04909  	 00196341 
078.8  	 01.08538  	 -0.05933  	 00.05025  	 00201017 
078.9  	 01.10078  	 -0.05422  	 00.05108  	 00204309 
079.0  	 01.10351  	 -0.04905  	 00.05167  	 00206700 
079.1  	 01.09216  	 -0.04383  	 00.05218  	 00208729 
079.2  	 01.06559  	 -0.03856  	 00.05274  	 00210969 
079.3  	 01.02302  	 -0.03321  	 00.05350  	 00214009 
079.4  	 00.96409  	 -0.02775  	 00.05461  	 00218433 
079.5  	 00.88894  	 -0.02213  	 00.05620  	 00224796 
079.6  	 00.79828  	 -0.01629  	 00.05840  	 00233593 
079.7  	 00.69335  	 -0.01016  	 00.06131  	 00245241 
079.8  	 00.57599  	 -0.00366  	 00.06501  	 00260050 
079.9  	 00.44852  	 00.00330  	 00.06955  	 00278197 
080.0  	 00.31375  	 00.01079  	 00.07493  	 00299707 
080.1  	 00.17484  	 00.01890  	 00.08111  	 00324432 
080.2  	 00.03518  	 00.02770  	 00.08801  	 00352039 
080.3  	 -0.10166  	 00.03725  	 00.09550  	 00382006 
080.4  	 -0.23219  	 00.04759  	 00.10341  	 00413621 
080.5  	 -0.35308  	 00.05874  	 00.11150  	 00445989 
080.6  	 -0.46130  	 00.07069  	 00.11951  	 00478053 
080.7  	 -0.55426  	 00.08341  	 00.12715  	 00508615 
080.8  	 -0.62990  	 00.09682  	 00.13409  	 00536365 
080.9  	 -0.68681  	 00.11082  	 00.13998  	 00559924 
081.0  	 -0.72425  	 00.12526  	 00.14447  	 00577878 
081.1  	 -0.74214  	 00.13998  	 00.14721  	 00588833 
081.2  	 -0.74114  	 00.15477  	 00.14786  	 00591452 
081.3  	 -0.72251  	 00.16938  	 00.14613  	 00584515 
081.4  	 -0.68808  	 00.18356  	 00.14174  	 00566959 
081.5  	 -0.64013  	 00.19701  	 00.13448  	 00537931 
081.6  	 -0.58132  	 00.20943  	 00.12421  	 00496831 
081.7  	 -0.51448  	 00.22051  	 00.11084  	 00443351 
