Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
730.1  	 00.10469  	 -0.02786  	 -0.23022  	 -0920884 
730.2  	 00.14271  	 -0.05113  	 -0.23276  	 -0931051 
730.3  	 00.16531  	 -0.07448  	 -0.23346  	 -0933829 
730.4  	 00.17354  	 -0.09769  	 -0.23213  	 -0928540 
730.5  	 00.16914  	 -0.12056  	 -0.22866  	 -0914640 
730.6  	 00.15449  	 -0.14285  	 -0.22294  	 -0891741 
730.7  	 00.13250  	 -0.16434  	 -0.21491  	 -0859624 
730.8  	 00.10628  	 -0.18480  	 -0.20457  	 -0818261 
730.9  	 00.07902  	 -0.20399  	 -0.19195  	 -0767819 
731.0  	 00.05386  	 -0.22171  	 -0.17716  	 -0708655 
731.1  	 00.03364  	 -0.23774  	 -0.16033  	 -0641321 
731.2  	 00.02071  	 -0.25191  	 -0.14164  	 -0566543 
731.3  	 00.01676  	 -0.26404  	 -0.12130  	 -0485207 
731.4  	 00.02289  	 -0.27400  	 -0.09959  	 -0398343 
731.5  	 00.03940  	 -0.28167  	 -0.07677  	 -0307090 
731.6  	 00.06586  	 -0.28699  	 -0.05317  	 -0212663 
731.7  	 00.10115  	 -0.28990  	 -0.02908  	 -0116332 
731.8  	 00.14356  	 -0.29038  	 -0.00485  	 -0019388 
731.9  	 00.19107  	 -0.28846  	 00.01922  	 00076895 
732.0  	 00.24115  	 -0.28418  	 00.04282  	 00171284 
732.1  	 00.29148  	 -0.27761  	 00.06565  	 00262610 
732.2  	 00.33953  	 -0.26887  	 00.08745  	 00349790 
732.3  	 00.38321  	 -0.25807  	 00.10796  	 00431851 
732.4  	 00.42084  	 -0.24537  	 00.12698  	 00507936 
732.5  	 00.45118  	 -0.23094  	 00.14433  	 00577319 
732.6  	 00.47368  	 -0.21496  	 00.15985  	 00639402 
732.7  	 00.48824  	 -0.19761  	 00.17343  	 00693724 
732.8  	 00.49554  	 -0.17911  	 00.18499  	 00739961 
732.9  	 00.49673  	 -0.15967  	 00.19448  	 00777912 
733.0  	 00.49324  	 -0.13948  	 00.20188  	 00807508 
733.1  	 00.48696  	 -0.11876  	 00.20720  	 00828792 
733.2  	 00.47982  	 -0.09771  	 00.21048  	 00841920 
733.3  	 00.47377  	 -0.07653  	 00.21179  	 00847151 
733.4  	 00.47040  	 -0.05541  	 00.21121  	 00844832 
733.5  	 00.47107  	 -0.03453  	 00.20885  	 00835398 
733.6  	 00.47670  	 -0.01404  	 00.20484  	 00819358 
733.7  	 00.48754  	 00.00589  	 00.19932  	 00797281 
733.8  	 00.50343  	 00.02513  	 00.19245  	 00769790 
733.9  	 00.52348  	 00.04357  	 00.18439  	 00737548 
734.0  	 00.54640  	 00.06110  	 00.17531  	 00701241 
734.1  	 00.57052  	 00.07764  	 00.16539  	 00661573 
734.2  	 00.59377  	 00.09312  	 00.15481  	 00619244 
734.3  	 00.61398  	 00.10750  	 00.14374  	 00574947 
734.4  	 00.62909  	 00.12073  	 00.13234  	 00529345 
734.5  	 00.63718  	 00.13281  	 00.12076  	 00483059 
734.6  	 00.63663  	 00.14372  	 00.10917  	 00436662 
734.7  	 00.62646  	 00.15349  	 00.09767  	 00390663 
734.8  	 00.60607  	 00.16213  	 00.08637  	 00345500 
734.9  	 00.57555  	 00.16967  	 00.07538  	 00301533 
735.0  	 00.53571  	 00.17614  	 00.06476  	 00259038 
735.1  	 00.48776  	 00.18160  	 00.05455  	 00218200 
735.2  	 00.43370  	 00.18608  	 00.04478  	 00179121 
735.3  	 00.37568  	 00.18962  	 00.03545  	 00141817 
735.4  	 00.31622  	 00.19228  	 00.02656  	 00106225 
735.5  	 00.25807  	 00.19408  	 00.01805  	 00072210 
735.6  	 00.20370  	 00.19507  	 00.00989  	 00039575 
735.7  	 00.15556  	 00.19527  	 00.00202  	 00008071 
735.8  	 00.11552  	 00.19471  	 -0.00565  	 -0022588 
735.9  	 00.08517  	 00.19339  	 -0.01318  	 -0052706 
736.0  	 00.06540  	 00.19133  	 -0.02065  	 -0082595 
736.1  	 00.05652  	 00.18851  	 -0.02814  	 -0112558 
736.2  	 00.05817  	 00.18494  	 -0.03572  	 -0142868 
736.3  	 00.06943  	 00.18060  	 -0.04344  	 -0173754 
736.4  	 00.08882  	 00.17546  	 -0.05135  	 -0205390 
736.5  	 00.11437  	 00.16952  	 -0.05947  	 -0237872 
736.6  	 00.14390  	 00.16273  	 -0.06781  	 -0271222 
736.7  	 00.17499  	 00.15510  	 -0.07634  	 -0305370 
736.8  	 00.20517  	 00.14660  	 -0.08504  	 -0340152 
736.9  	 00.23212  	 00.13721  	 -0.09383  	 -0375305 
737.0  	 00.25374  	 00.12695  	 -0.10262  	 -0410484 
737.1  	 00.26827  	 00.11582  	 -0.11131  	 -0445254 
737.2  	 00.27427  	 00.10384  	 -0.11978  	 -0479102 
737.3  	 00.27094  	 00.09106  	 -0.12787  	 -0511464 
737.4  	 00.25774  	 00.07751  	 -0.13543  	 -0541725 
737.5  	 00.23485  	 00.06328  	 -0.14231  	 -0569243 
737.6  	 00.20264  	 00.04845  	 -0.14834  	 -0593374 
737.7  	 00.16202  	 00.03311  	 -0.15337  	 -0613489 
737.8  	 00.11413  	 00.01739  	 -0.15725  	 -0628996 
737.9  	 00.06026  	 00.00140  	 -0.15984  	 -0639362 
738.0  	 00.00193  	 -0.01470  	 -0.16103  	 -0644126 
738.1  	 -0.05938  	 -0.03077  	 -0.16073  	 -0642924 
738.2  	 -0.12213  	 -0.04666  	 -0.15887  	 -0635500 
738.3  	 -0.18505  	 -0.06220  	 -0.15543  	 -0621715 
738.4  	 -0.24687  	 -0.07724  	 -0.15039  	 -0601559 
738.5  	 -0.30658  	 -0.09162  	 -0.14379  	 -0575151 
738.6  	 -0.36338  	 -0.10519  	 -0.13568  	 -0542738 
738.7  	 -0.41660  	 -0.11781  	 -0.12617  	 -0504691 
738.8  	 -0.46581  	 -0.12935  	 -0.11537  	 -0461488 
738.9  	 -0.51077  	 -0.13969  	 -0.10343  	 -0413713 
739.0  	 -0.55125  	 -0.14874  	 -0.09051  	 -0362028 
739.1  	 -0.58731  	 -0.15642  	 -0.07679  	 -0307161 
739.2  	 -0.61887  	 -0.16267  	 -0.06247  	 -0249886 
739.3  	 -0.64612  	 -0.16744  	 -0.04775  	 -0190996 
739.4  	 -0.66911  	 -0.17072  	 -0.03282  	 -0131297 
739.5  	 -0.68803  	 -0.17251  	 -0.01789  	 -0071575 
739.6  	 -0.70300  	 -0.17283  	 -0.00315  	 -0012585 
739.7  	 -0.71422  	 -0.17170  	 00.01124  	 00044960 
739.8  	 -0.72182  	 -0.16919  	 00.02510  	 00100405 
739.9  	 -0.72603  	 -0.16536  	 00.03829  	 00153159 
740.0  	 -0.72701  	 -0.16030  	 00.05068  	 00202704 
740.1  	 -0.72496  	 -0.15408  	 00.06215  	 00248590 
740.2  	 -0.72018  	 -0.14682  	 00.07261  	 00290446 
740.3  	 -0.71286  	 -0.13862  	 00.08199  	 00327975 
740.4  	 -0.70327  	 -0.12960  	 00.09024  	 00360947 
740.5  	 -0.69163  	 -0.11987  	 00.09730  	 00389200 
740.6  	 -0.67810  	 -0.10955  	 00.10316  	 00412638 
740.7  	 -0.66288  	 -0.09877  	 00.10781  	 00431221 
740.8  	 -0.64613  	 -0.08765  	 00.11124  	 00444967 
740.9  	 -0.62776  	 -0.07630  	 00.11349  	 00453947 
741.0  	 -0.60790  	 -0.06484  	 00.11457  	 00458283 
741.1  	 -0.58644  	 -0.05339  	 00.11454  	 00458141 
741.2  	 -0.56325  	 -0.04204  	 00.11343  	 00453733 
741.3  	 -0.53828  	 -0.03091  	 00.11133  	 00445321 
741.4  	 -0.51132  	 -0.02008  	 00.10830  	 00433209 
741.5  	 -0.48237  	 -0.00964  	 00.10444  	 00417742 
741.6  	 -0.45137  	 00.00035  	 00.09983  	 00399301 
741.7  	 -0.41847  	 00.00980  	 00.09458  	 00378304 
741.8  	 -0.38395  	 00.01868  	 00.08880  	 00355199 
741.9  	 -0.34806  	 00.02694  	 00.08261  	 00330457 
742.0  	 -0.31141  	 00.03456  	 00.07614  	 00304571 
742.1  	 -0.27459  	 00.04151  	 00.06951  	 00278038 
742.2  	 -0.23844  	 00.04779  	 00.06284  	 00251358 
742.3  	 -0.20374  	 00.05342  	 00.05625  	 00225020 
742.4  	 -0.17139  	 00.05841  	 00.04987  	 00199486 
742.5  	 -0.14222  	 00.06279  	 00.04380  	 00175188 
742.6  	 -0.11698  	 00.06660  	 00.03813  	 00152515 
742.7  	 -0.09621  	 00.06989  	 00.03295  	 00131804 
742.8  	 -0.08024  	 00.07273  	 00.02833  	 00113330 
742.9  	 -0.06921  	 00.07516  	 00.02433  	 00097301 
743.0  	 -0.06285  	 00.07726  	 00.02096  	 00083846 
743.1  	 -0.06057  	 00.07908  	 00.01825  	 00073014 
743.2  	 -0.06152  	 00.08070  	 00.01620  	 00064781 
743.3  	 -0.06451  	 00.08218  	 00.01476  	 00059037 
743.4  	 -0.06812  	 00.08357  	 00.01390  	 00055595 
743.5  	 -0.07081  	 00.08492  	 00.01355  	 00054194 
743.6  	 -0.07080  	 00.08628  	 00.01363  	 00054502 
743.7  	 -0.06645  	 00.08769  	 00.01403  	 00056132 
743.8  	 -0.05622  	 00.08915  	 00.01466  	 00058639 
743.9  	 -0.03873  	 00.09069  	 00.01539  	 00061540 
744.0  	 -0.01289  	 00.09230  	 00.01608  	 00064327 
744.1  	 00.02207  	 00.09396  	 00.01662  	 00066475 
744.2  	 00.06634  	 00.09565  	 00.01686  	 00067457 
744.3  	 00.11993  	 00.09732  	 00.01669  	 00066756 
744.4  	 00.18223  	 00.09891  	 00.01597  	 00063886 
744.5  	 00.25227  	 00.10037  	 00.01460  	 00058400 
744.6  	 00.32881  	 00.10162  	 00.01248  	 00049910 
744.7  	 00.41020  	 00.10257  	 00.00952  	 00038090 
744.8  	 00.49466  	 00.10314  	 00.00567  	 00022697 
744.9  	 00.58042  	 00.10323  	 00.00089  	 00003579 
745.0  	 00.66552  	 00.10275  	 -0.00483  	 -0019318 
745.1  	 00.74828  	 00.10160  	 -0.01149  	 -0045952 
745.2  	 00.82705  	 00.09970  	 -0.01904  	 -0076166 
745.3  	 00.90052  	 00.09695  	 -0.02742  	 -0109694 
745.4  	 00.96775  	 00.09330  	 -0.03654  	 -0146172 
745.5  	 01.02774  	 00.08867  	 -0.04628  	 -0185128 
745.6  	 01.08018  	 00.08302  	 -0.05650  	 -0225998 
745.7  	 01.12482  	 00.07632  	 -0.06703  	 -0268134 
745.8  	 01.16162  	 00.06855  	 -0.07771  	 -0310820 
745.9  	 01.19075  	 00.05971  	 -0.08832  	 -0353281 
746.0  	 01.21239  	 00.04985  	 -0.09868  	 -0394702 
746.1  	 01.22682  	 00.03899  	 -0.10856  	 -0434243 
746.2  	 01.23423  	 00.02721  	 -0.11777  	 -0471066 
746.3  	 01.23475  	 00.01461  	 -0.12609  	 -0504348 
746.4  	 01.22834  	 00.00127  	 -0.13332  	 -0533299 
746.5  	 01.21491  	 -0.01266  	 -0.13930  	 -0557190 
746.6  	 01.19419  	 -0.02704  	 -0.14384  	 -0575368 
746.7  	 01.16584  	 -0.04172  	 -0.14682  	 -0587270 
746.8  	 01.12961  	 -0.05653  	 -0.14811  	 -0592445 
746.9  	 01.08495  	 -0.07130  	 -0.14764  	 -0590559 
747.0  	 01.03176  	 -0.08583  	 -0.14535  	 -0581416 
747.1  	 00.96987  	 -0.09996  	 -0.14124  	 -0564951 
747.2  	 00.89939  	 -0.11349  	 -0.13531  	 -0541235 
747.3  	 00.82064  	 -0.12625  	 -0.12762  	 -0510477 
747.4  	 00.73412  	 -0.13807  	 -0.11825  	 -0473016 
747.5  	 00.64079  	 -0.14881  	 -0.10733  	 -0429301 
747.6  	 00.54159  	 -0.15830  	 -0.09497  	 -0379887 
747.7  	 00.43791  	 -0.16644  	 -0.08135  	 -0325404 
747.8  	 00.33093  	 -0.17310  	 -0.06663  	 -0266539 
747.9  	 00.22204  	 -0.17820  	 -0.05100  	 -0204019 
748.0  	 00.11273  	 -0.18167  	 -0.03465  	 -0138582 
748.1  	 00.00398  	 -0.18344  	 -0.01774  	 -0070967 
748.2  	 -0.10309  	 -0.18349  	 -0.00047  	 -0001889 
748.3  	 -0.20781  	 -0.18179  	 00.01699  	 00067975 
748.4  	 -0.30987  	 -0.17834  	 00.03450  	 00137991 
748.5  	 -0.40911  	 -0.17315  	 00.05189  	 00207573 
748.6  	 -0.50580  	 -0.16625  	 00.06905  	 00276192 
748.7  	 -0.60030  	 -0.15766  	 00.08584  	 00343355 
748.8  	 -0.69326  	 -0.14745  	 00.10215  	 00408611 
748.9  	 -0.78537  	 -0.13566  	 00.11788  	 00471538 
749.0  	 -0.87713  	 -0.12237  	 00.13293  	 00531732 
749.1  	 -0.96897  	 -0.10765  	 00.14720  	 00588786 
749.2  	 -1.06090  	 -0.09159  	 00.16057  	 00642282 
749.3  	 -1.15267  	 -0.07429  	 00.17295  	 00691783 
749.4  	 -1.24347  	 -0.05587  	 00.18421  	 00736824 
749.5  	 -1.33198  	 -0.03645  	 00.19423  	 00776906 
749.6  	 -1.41650  	 -0.01616  	 00.20287  	 00811494 
749.7  	 -1.49472  	 00.00484  	 00.21000  	 00840017 
749.8  	 -1.56412  	 00.02638  	 00.21547  	 00861883 
749.9  	 -1.62194  	 00.04830  	 00.21912  	 00876497 
750.0  	 -1.66535  	 00.07038  	 00.22082  	 00883263 
750.1  	 -1.69159  	 00.09242  	 00.22040  	 00881618 
750.2  	 -1.69836  	 00.11419  	 00.21776  	 00871052 
750.3  	 -1.68373  	 00.13547  	 00.21278  	 00851128 
750.4  	 -1.64639  	 00.15601  	 00.20538  	 00821518 
750.5  	 -1.58597  	 00.17556  	 00.19550  	 00782015 
750.6  	 -1.50280  	 00.19388  	 00.18314  	 00732572 
750.7  	 -1.39825  	 00.21071  	 00.16833  	 00673304 
750.8  	 -1.27438  	 00.22582  	 00.15113  	 00604512 
750.9  	 -1.13401  	 00.23899  	 00.13167  	 00526698 
751.0  	 -0.98081  	 00.25000  	 00.11014  	 00440551 
751.1  	 -0.81857  	 00.25868  	 00.08674  	 00346954 
751.2  	 -0.65172  	 00.26485  	 00.06174  	 00246963 
751.3  	 -0.48434  	 00.26839  	 00.03544  	 00141780 
751.4  	 -0.32025  	 00.26921  	 00.00818  	 00032735 
751.5  	 -0.16316  	 00.26724  	 -0.01969  	 -0078756 
751.6  	 -0.01589  	 00.26246  	 -0.04781  	 -0191231 
751.7  	 00.11942  	 00.25488  	 -0.07580  	 -0303208 
751.8  	 00.24159  	 00.24455  	 -0.10331  	 -0413232 
751.9  	 00.35030  	 00.23155  	 -0.12998  	 -0519908 
752.0  	 00.44592  	 00.21601  	 -0.15548  	 -0621919 
752.1  	 00.52983  	 00.19806  	 -0.17951  	 -0718056 
752.2  	 00.60366  	 00.17787  	 -0.20181  	 -0807229 
752.3  	 00.66979  	 00.15566  	 -0.22212  	 -0888474 
752.4  	 00.73057  	 00.13164  	 -0.24024  	 -0960958 
752.5  	 00.78817  	 00.10604  	 -0.25599  	 -1023977 
752.6  	 00.84472  	 00.07912  	 -0.26924  	 -1076946 
752.7  	 00.90166  	 00.05113  	 -0.27985  	 -1119390 
752.8  	 00.95977  	 00.02236  	 -0.28773  	 -1150938 
752.9  	 01.01920  	 -0.00693  	 -0.29283  	 -1171316 
753.0  	 01.07914  	 -0.03643  	 -0.29508  	 -1180335 
753.1  	 01.13809  	 -0.06588  	 -0.29447  	 -1177885 
753.2  	 01.19386  	 -0.09498  	 -0.29099  	 -1163944 
753.3  	 01.24367  	 -0.12344  	 -0.28464  	 -1138559 
753.4  	 01.28446  	 -0.15099  	 -0.27547  	 -1101869 
753.5  	 01.31302  	 -0.17734  	 -0.26353  	 -1054101 
753.6  	 01.32637  	 -0.20223  	 -0.24889  	 -0995569 
753.7  	 01.32182  	 -0.22540  	 -0.23167  	 -0926683 
753.8  	 01.29745  	 -0.24660  	 -0.21199  	 -0847959 
753.9  	 01.25205  	 -0.26560  	 -0.19001  	 -0760024 
754.0  	 01.18547  	 -0.28219  	 -0.16590  	 -0663612 
754.1  	 01.09851  	 -0.29618  	 -0.13989  	 -0559569 
754.2  	 00.99315  	 -0.30740  	 -0.11221  	 -0448842 
754.3  	 00.87213  	 -0.31571  	 -0.08312  	 -0332481 
754.4  	 00.73909  	 -0.32100  	 -0.05291  	 -0211627 
754.5  	 00.59846  	 -0.32319  	 -0.02187  	 -0087498 
754.6  	 00.45471  	 -0.32222  	 00.00966  	 00038631 
754.7  	 00.31279  	 -0.31809  	 00.04136  	 00165440 
754.8  	 00.17733  	 -0.31080  	 00.07290  	 00291586 
754.9  	 00.05221  	 -0.30040  	 00.10393  	 00415725 
755.0  	 -0.05887  	 -0.28699  	 00.13413  	 00536528 
755.1  	 -0.15344  	 -0.27067  	 00.16318  	 00652708 
755.2  	 -0.22992  	 -0.25160  	 00.19076  	 00763027 
755.3  	 -0.28784  	 -0.22994  	 00.21658  	 00866309 
755.4  	 -0.32791  	 -0.20590  	 00.24036  	 00961457 
755.5  	 -0.35166  	 -0.17972  	 00.26187  	 01047460 
755.6  	 -0.36155  	 -0.15163  	 00.28085  	 01123393 
755.7  	 -0.36080  	 -0.12192  	 00.29711  	 01188433 
755.8  	 -0.35293  	 -0.09088  	 00.31046  	 01241859 
755.9  	 -0.34164  	 -0.05880  	 00.32077  	 01283061 
756.0  	 -0.33054  	 -0.02601  	 00.32789  	 01311544 
756.1  	 -0.32288  	 00.00716  	 00.33174  	 01326942 
756.2  	 -0.32141  	 00.04039  	 00.33226  	 01329021 
756.3  	 -0.32795  	 00.07333  	 00.32942  	 01317687 
756.4  	 -0.34373  	 00.10566  	 00.32325  	 01293004 
756.5  	 -0.36882  	 00.13704  	 00.31380  	 01255189 
756.6  	 -0.40268  	 00.16715  	 00.30115  	 01204619 
756.7  	 -0.44373  	 00.19570  	 00.28546  	 01141829 
756.8  	 -0.48992  	 00.22238  	 00.26688  	 01067510 
756.9  	 -0.53871  	 00.24695  	 00.24563  	 00982506 
757.0  	 -0.58719  	 00.26914  	 00.22195  	 00887798 
757.1  	 -0.63247  	 00.28875  	 00.19612  	 00784490 
757.2  	 -0.67186  	 00.30560  	 00.16845  	 00673789 
757.3  	 -0.70301  	 00.31952  	 00.13925  	 00556985 
757.4  	 -0.72408  	 00.33041  	 00.10886  	 00435435 
757.5  	 -0.73387  	 00.33817  	 00.07763  	 00310529 
757.6  	 -0.73197  	 00.34276  	 00.04592  	 00183673 
757.7  	 -0.71869  	 00.34417  	 00.01407  	 00056263 
757.8  	 -0.69488  	 00.34241  	 -0.01758  	 -0070338 
757.9  	 -0.66208  	 00.33754  	 -0.04870  	 -0194814 
758.0  	 -0.62225  	 00.32964  	 -0.07898  	 -0315923 
758.1  	 -0.57759  	 00.31883  	 -0.10813  	 -0432501 
758.2  	 -0.53051  	 00.30524  	 -0.13587  	 -0543478 
758.3  	 -0.48328  	 00.28905  	 -0.16197  	 -0647892 
758.4  	 -0.43783  	 00.27043  	 -0.18622  	 -0744892 
758.5  	 -0.39589  	 00.24958  	 -0.20843  	 -0833729 
758.6  	 -0.35863  	 00.22674  	 -0.22844  	 -0913778 
758.7  	 -0.32667  	 00.20212  	 -0.24613  	 -0984529 
758.8  	 -0.30011  	 00.17598  	 -0.26140  	 -1045582 
758.9  	 -0.27855  	 00.14857  	 -0.27416  	 -1096638 
759.0  	 -0.26102  	 00.12013  	 -0.28438  	 -1137506 
759.1  	 -0.24634  	 00.09093  	 -0.29202  	 -1168094 
759.2  	 -0.23304  	 00.06122  	 -0.29710  	 -1188398 
759.3  	 -0.21957  	 00.03126  	 -0.29962  	 -1198496 
759.4  	 -0.20451  	 00.00129  	 -0.29964  	 -1198549 
759.5  	 -0.18653  	 -0.02843  	 -0.29720  	 -1188786 
759.6  	 -0.16478  	 -0.05766  	 -0.29237  	 -1169493 
759.7  	 -0.13863  	 -0.08619  	 -0.28526  	 -1141020 
759.8  	 -0.10801  	 -0.11378  	 -0.27594  	 -1103768 
759.9  	 -0.07337  	 -0.14024  	 -0.26455  	 -1058191 
760.0  	 -0.03536  	 -0.16536  	 -0.25119  	 -1004779 
760.1  	 00.00486  	 -0.18896  	 -0.23601  	 -0944059 
760.2  	 00.04582  	 -0.21087  	 -0.21915  	 -0876596 
760.3  	 00.08601  	 -0.23095  	 -0.20075  	 -0802984 
760.4  	 00.12385  	 -0.24905  	 -0.18096  	 -0723845 
760.5  	 00.15782  	 -0.26504  	 -0.15996  	 -0639823 
760.6  	 00.18676  	 -0.27883  	 -0.13789  	 -0551580 
760.7  	 00.20968  	 -0.29033  	 -0.11495  	 -0459794 
760.8  	 00.22605  	 -0.29945  	 -0.09129  	 -0365159 
760.9  	 00.23589  	 -0.30616  	 -0.06709  	 -0268378 
761.0  	 00.23949  	 -0.31042  	 -0.04254  	 -0170156 
761.1  	 00.23771  	 -0.31220  	 -0.01780  	 -0071208 
761.2  	 00.23179  	 -0.31150  	 00.00694  	 00027748 
761.3  	 00.22321  	 -0.30835  	 00.03150  	 00125994 
761.4  	 00.21367  	 -0.30278  	 00.05570  	 00222817 
761.5  	 00.20502  	 -0.29485  	 00.07938  	 00317505 
761.6  	 00.19898  	 -0.28461  	 00.10234  	 00409353 
761.7  	 00.19720  	 -0.27217  	 00.12442  	 00497663 
761.8  	 00.20100  	 -0.25763  	 00.14544  	 00581748 
761.9  	 00.21140  	 -0.24110  	 00.16523  	 00660932 
762.0  	 00.22921  	 -0.22274  	 00.18364  	 00734555 
762.1  	 00.25457  	 -0.20269  	 00.20050  	 00801981 
762.2  	 00.28733  	 -0.18113  	 00.21565  	 00862598 
762.3  	 00.32689  	 -0.15823  	 00.22896  	 00915830 
762.4  	 00.37254  	 -0.13420  	 00.24028  	 00961133 
762.5  	 00.42297  	 -0.10925  	 00.24950  	 00998012 
762.6  	 00.47695  	 -0.08360  	 00.25651  	 01026030 
762.7  	 00.53304  	 -0.05748  	 00.26120  	 01044813 
762.8  	 00.58975  	 -0.03113  	 00.26351  	 01054060 
762.9  	 00.64578  	 -0.00479  	 00.26339  	 01053557 
763.0  	 00.69980  	 00.02129  	 00.26080  	 01043186 
763.1  	 00.75088  	 00.04686  	 00.25573  	 01022939 
763.2  	 00.79800  	 00.07169  	 00.24823  	 00992917 
763.3  	 00.84062  	 00.09552  	 00.23833  	 00953339 
763.4  	 00.87826  	 00.11813  	 00.22614  	 00904560 
763.5  	 00.91070  	 00.13931  	 00.21177  	 00847061 
763.6  	 00.93777  	 00.15885  	 00.19536  	 00781447 
763.7  	 00.95945  	 00.17656  	 00.17711  	 00708443 
763.8  	 00.97577  	 00.19228  	 00.15722  	 00628897 
763.9  	 00.98668  	 00.20587  	 00.13594  	 00543762 
764.0  	 00.99216  	 00.21723  	 00.11352  	 00454075 
764.1  	 00.99204  	 00.22625  	 00.09024  	 00360950 
764.2  	 00.98613  	 00.23289  	 00.06639  	 00265549 
764.3  	 00.97403  	 00.23712  	 00.04227  	 00169071 
764.4  	 00.95533  	 00.23893  	 00.01818  	 00072725 
764.5  	 00.92955  	 00.23838  	 -0.00557  	 -0022297 
764.6  	 00.89609  	 00.23551  	 -0.02871  	 -0114828 
764.7  	 00.85459  	 00.23041  	 -0.05094  	 -0203764 
764.8  	 00.80456  	 00.22321  	 -0.07202  	 -0288065 
764.9  	 00.74570  	 00.21404  	 -0.09170  	 -0366783 
765.0  	 00.67797  	 00.20306  	 -0.10977  	 -0439076 
765.1  	 00.60146  	 00.19046  	 -0.12605  	 -0504210 
765.2  	 00.51663  	 00.17642  	 -0.14039  	 -0561580 
765.3  	 00.42409  	 00.16115  	 -0.15268  	 -0610709 
765.4  	 00.32475  	 00.14487  	 -0.16281  	 -0651256 
765.5  	 00.21980  	 00.12779  	 -0.17075  	 -0683014 
765.6  	 00.11053  	 00.11015  	 -0.17648  	 -0705910 
765.7  	 -0.00139  	 00.09215  	 -0.18000  	 -0719999 
765.8  	 -0.11439  	 00.07401  	 -0.18137  	 -0725466 
765.9  	 -0.22687  	 00.05594  	 -0.18065  	 -0722615 
766.0  	 -0.33709  	 00.03815  	 -0.17796  	 -0711850 
766.1  	 -0.44366  	 00.02081  	 -0.17342  	 -0693670 
766.2  	 -0.54513  	 00.00409  	 -0.16716  	 -0668655 
766.3  	 -0.64049  	 -0.01185  	 -0.15936  	 -0637444 
766.4  	 -0.72890  	 -0.02686  	 -0.15018  	 -0600731 
766.5  	 -0.80984  	 -0.04085  	 -0.13981  	 -0559237 
766.6  	 -0.88319  	 -0.05369  	 -0.12842  	 -0513697 
766.7  	 -0.94892  	 -0.06531  	 -0.11621  	 -0464845 
766.8  	 -1.00755  	 -0.07564  	 -0.10335  	 -0413399 
766.9  	 -1.05970  	 -0.08465  	 -0.09001  	 -0360054 
767.0  	 -1.10619  	 -0.09228  	 -0.07637  	 -0305467 
767.1  	 -1.14796  	 -0.09854  	 -0.06256  	 -0250254 
767.2  	 -1.18598  	 -0.10341  	 -0.04875  	 -0194982 
767.3  	 -1.22124  	 -0.10692  	 -0.03504  	 -0140174 
767.4  	 -1.25467  	 -0.10907  	 -0.02158  	 -0086310 
767.5  	 -1.28675  	 -0.10992  	 -0.00846  	 -0033825 
767.6  	 -1.31814  	 -0.10950  	 00.00422  	 00016879 
767.7  	 -1.34878  	 -0.10786  	 00.01636  	 00065434 
767.8  	 -1.37860  	 -0.10508  	 00.02787  	 00111482 
767.9  	 -1.40704  	 -0.10121  	 00.03867  	 00154683 
768.0  	 -1.43332  	 -0.09634  	 00.04868  	 00194708 
768.1  	 -1.45628  	 -0.09056  	 00.05781  	 00231227 
768.2  	 -1.47453  	 -0.08396  	 00.06598  	 00263902 
768.3  	 -1.48651  	 -0.07665  	 00.07310  	 00292401 
768.4  	 -1.49052  	 -0.06874  	 00.07910  	 00316397 
768.5  	 -1.48493  	 -0.06035  	 00.08389  	 00335567 
768.6  	 -1.46812  	 -0.05161  	 00.08740  	 00349605 
768.7  	 -1.43870  	 -0.04266  	 00.08956  	 00358238 
768.8  	 -1.39555  	 -0.03363  	 00.09031  	 00361235 
768.9  	 -1.33788  	 -0.02467  	 00.08961  	 00358430 
769.0  	 -1.26546  	 -0.01592  	 00.08743  	 00349737 
769.1  	 -1.17834  	 -0.00754  	 00.08379  	 00335159 
769.2  	 -1.07749  	 00.00033  	 00.07870  	 00314805 
769.3  	 -0.96395  	 00.00755  	 00.07223  	 00288914 
769.4  	 -0.83952  	 00.01400  	 00.06446  	 00257848 
769.5  	 -0.70654  	 00.01955  	 00.05552  	 00222094 
769.6  	 -0.56745  	 00.02410  	 00.04557  	 00182274 
769.7  	 -0.42534  	 00.02758  	 00.03478  	 00139129 
769.8  	 -0.28319  	 00.02992  	 00.02338  	 00093505 
769.9  	 -0.14395  	 00.03108  	 00.01158  	 00046336 
770.0  	 -0.01083  	 00.03104  	 -0.00035  	 -0001381 
770.1  	 00.11367  	 00.02983  	 -0.01215  	 -0048615 
770.2  	 00.22709  	 00.02747  	 -0.02358  	 -0094331 
770.3  	 00.32760  	 00.02403  	 -0.03438  	 -0137523 
770.4  	 00.41408  	 00.01960  	 -0.04431  	 -0177252 
770.5  	 00.48587  	 00.01428  	 -0.05317  	 -0212669 
770.6  	 00.54322  	 00.00821  	 -0.06076  	 -0243043 
770.7  	 00.58689  	 00.00151  	 -0.06695  	 -0267793 
770.8  	 00.61844  	 -0.00565  	 -0.07162  	 -0286495 
770.9  	 00.64000  	 -0.01312  	 -0.07472  	 -0298899 
