Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
454.4  	 -0.01784  	 -0.12777  	 -0.07830  	 -0313190 
454.5  	 -0.05793  	 -0.13418  	 -0.06412  	 -0256470 
454.6  	 -0.09744  	 -0.13907  	 -0.04885  	 -0195393 
454.7  	 -0.13462  	 -0.14234  	 -0.03271  	 -0130848 
454.8  	 -0.16784  	 -0.14393  	 -0.01594  	 -0063779 
454.9  	 -0.19571  	 -0.14381  	 00.00121  	 00004838 
455.0  	 -0.21724  	 -0.14196  	 00.01850  	 00074015 
455.1  	 -0.23182  	 -0.13839  	 00.03569  	 00142776 
455.2  	 -0.23930  	 -0.13314  	 00.05254  	 00210174 
455.3  	 -0.24012  	 -0.12626  	 00.06883  	 00275311 
455.4  	 -0.23509  	 -0.11782  	 00.08434  	 00337356 
455.5  	 -0.22551  	 -0.10793  	 00.09889  	 00395549 
455.6  	 -0.21298  	 -0.09670  	 00.11230  	 00449218 
455.7  	 -0.19927  	 -0.08426  	 00.12444  	 00497779 
455.8  	 -0.18634  	 -0.07074  	 00.13519  	 00540741 
455.9  	 -0.17593  	 -0.05630  	 00.14443  	 00577701 
456.0  	 -0.16969  	 -0.04109  	 00.15209  	 00608350 
456.1  	 -0.16881  	 -0.02528  	 00.15812  	 00632462 
456.2  	 -0.17405  	 -0.00903  	 00.16247  	 00649887 
456.3  	 -0.18564  	 00.00748  	 00.16514  	 00660547 
456.4  	 -0.20308  	 00.02409  	 00.16611  	 00664426 
456.5  	 -0.22544  	 00.04063  	 00.16539  	 00661563 
456.6  	 -0.25106  	 00.05693  	 00.16301  	 00652045 
456.7  	 -0.27794  	 00.07283  	 00.15900  	 00635999 
456.8  	 -0.30362  	 00.08817  	 00.15340  	 00613592 
456.9  	 -0.32552  	 00.10280  	 00.14626  	 00585027 
457.0  	 -0.34097  	 00.11656  	 00.13764  	 00550544 
457.1  	 -0.34747  	 00.12932  	 00.12760  	 00510418 
457.2  	 -0.34286  	 00.14095  	 00.11624  	 00464962 
457.3  	 -0.32548  	 00.15131  	 00.10363  	 00414534 
457.4  	 -0.29425  	 00.16030  	 00.08988  	 00359537 
457.5  	 -0.24883  	 00.16781  	 00.07511  	 00300427 
457.6  	 -0.18958  	 00.17375  	 00.05943  	 00237711 
457.7  	 -0.11772  	 00.17805  	 00.04299  	 00171951 
457.8  	 -0.03507  	 00.18065  	 00.02594  	 00103769 
457.9  	 00.05587  	 00.18149  	 00.00846  	 00033842 
458.0  	 00.15220  	 00.18056  	 -0.00928  	 -0037103 
458.1  	 00.25062  	 00.17786  	 -0.02707  	 -0108294 
458.2  	 00.34776  	 00.17338  	 -0.04473  	 -0178920 
458.3  	 00.44030  	 00.16718  	 -0.06204  	 -0248144 
458.4  	 00.52509  	 00.15930  	 -0.07878  	 -0315116 
458.5  	 00.59948  	 00.14983  	 -0.09475  	 -0378984 
458.6  	 00.66132  	 00.13886  	 -0.10973  	 -0438911 
458.7  	 00.70902  	 00.12650  	 -0.12352  	 -0494089 
458.8  	 00.74180  	 00.11291  	 -0.13594  	 -0543752 
458.9  	 00.75943  	 00.09823  	 -0.14680  	 -0587194 
459.0  	 00.76247  	 00.08264  	 -0.15594  	 -0623780 
459.1  	 00.75200  	 00.06631  	 -0.16324  	 -0652962 
459.2  	 00.72961  	 00.04945  	 -0.16857  	 -0674291 
459.3  	 00.69722  	 00.03227  	 -0.17186  	 -0687425 
459.4  	 00.65699  	 00.01496  	 -0.17303  	 -0692134 
459.5  	 00.61121  	 -0.00224  	 -0.17208  	 -0688318 
459.6  	 00.56201  	 -0.01914  	 -0.16900  	 -0676001 
459.7  	 00.51148  	 -0.03553  	 -0.16384  	 -0655341 
459.8  	 00.46135  	 -0.05119  	 -0.15666  	 -0626628 
459.9  	 00.41309  	 -0.06595  	 -0.14757  	 -0590283 
460.0  	 00.36777  	 -0.07962  	 -0.13671  	 -0546852 
460.1  	 00.32615  	 -0.09205  	 -0.12425  	 -0497000 
460.2  	 00.28868  	 -0.10308  	 -0.11038  	 -0441501 
460.3  	 00.25548  	 -0.11261  	 -0.09531  	 -0381223 
460.4  	 00.22651  	 -0.12054  	 -0.07928  	 -0317112 
460.5  	 00.20149  	 -0.12680  	 -0.06254  	 -0250176 
460.6  	 00.18017  	 -0.13133  	 -0.04537  	 -0181461 
460.7  	 00.16217  	 -0.13413  	 -0.02801  	 -0112033 
460.8  	 00.14725  	 -0.13521  	 -0.01074  	 -0042947 
460.9  	 00.13511  	 -0.13459  	 00.00619  	 00024768 
461.0  	 00.12557  	 -0.13233  	 00.02253  	 00090137 
461.1  	 00.11837  	 -0.12853  	 00.03806  	 00152258 
461.2  	 00.11343  	 -0.12327  	 00.05258  	 00210325 
461.3  	 00.11044  	 -0.11668  	 00.06591  	 00263643 
461.4  	 00.10910  	 -0.10889  	 00.07791  	 00311644 
461.5  	 00.10892  	 -0.10004  	 00.08847  	 00353899 
461.6  	 00.10918  	 -0.09029  	 00.09753  	 00390121 
461.7  	 00.10899  	 -0.07978  	 00.10504  	 00420176 
461.8  	 00.10720  	 -0.06868  	 00.11102  	 00444071 
461.9  	 00.10244  	 -0.05713  	 00.11549  	 00461961 
462.0  	 00.09318  	 -0.04528  	 00.11853  	 00474132 
462.1  	 00.07780  	 -0.03325  	 00.12025  	 00480991 
462.2  	 00.05466  	 -0.02118  	 00.12076  	 00483045 
462.3  	 00.02227  	 -0.00916  	 00.12022  	 00480884 
462.4  	 -0.02066  	 00.00272  	 00.11879  	 00475154 
462.5  	 -0.07505  	 00.01439  	 00.11663  	 00466532 
462.6  	 -0.14132  	 00.02578  	 00.11392  	 00455699 
462.7  	 -0.21941  	 00.03686  	 00.11083  	 00443313 
462.8  	 -0.30856  	 00.04761  	 00.10749  	 00429978 
462.9  	 -0.40736  	 00.05802  	 00.10406  	 00416228 
463.0  	 -0.51386  	 00.06808  	 00.10062  	 00402496 
463.1  	 -0.62544  	 00.07781  	 00.09727  	 00389099 
463.2  	 -0.73903  	 00.08721  	 00.09406  	 00376231 
463.3  	 -0.85115  	 00.09631  	 00.09099  	 00363952 
463.4  	 -0.95818  	 00.10512  	 00.08805  	 00352185 
463.5  	 -1.05651  	 00.11363  	 00.08518  	 00340730 
463.6  	 -1.14261  	 00.12187  	 00.08232  	 00329269 
463.7  	 -1.21334  	 00.12980  	 00.07935  	 00317388 
463.8  	 -1.26607  	 00.13742  	 00.07615  	 00304591 
463.9  	 -1.29881  	 00.14467  	 00.07258  	 00290331 
464.0  	 -1.31024  	 00.15152  	 00.06851  	 00274035 
464.1  	 -1.29991  	 00.15790  	 00.06378  	 00255131 
464.2  	 -1.26813  	 00.16373  	 00.05827  	 00233075 
464.3  	 -1.21597  	 00.16891  	 00.05184  	 00207379 
464.4  	 -1.14518  	 00.17335  	 00.04441  	 00177629 
464.5  	 -1.05795  	 00.17694  	 00.03588  	 00143515 
464.6  	 -0.95694  	 00.17956  	 00.02621  	 00104844 
464.7  	 -0.84501  	 00.18110  	 00.01539  	 00061548 
464.8  	 -0.72513  	 00.18144  	 00.00342  	 00013698 
464.9  	 -0.60002  	 00.18048  	 -0.00962  	 -0038494 
465.0  	 -0.47216  	 00.17812  	 -0.02367  	 -0094683 
465.1  	 -0.34370  	 00.17426  	 -0.03860  	 -0154393 
465.2  	 -0.21627  	 00.16883  	 -0.05426  	 -0217023 
465.3  	 -0.09108  	 00.16178  	 -0.07047  	 -0281873 
465.4  	 00.03121  	 00.15308  	 -0.08704  	 -0348152 
465.5  	 00.15043  	 00.14270  	 -0.10375  	 -0415000 
465.6  	 00.26668  	 00.13067  	 -0.12038  	 -0481502 
465.7  	 00.38036  	 00.11700  	 -0.13668  	 -0546717 
465.8  	 00.49196  	 00.10176  	 -0.15242  	 -0609688 
465.9  	 00.60189  	 00.08502  	 -0.16737  	 -0669469 
466.0  	 00.71052  	 00.06689  	 -0.18128  	 -0725137 
466.1  	 00.81785  	 00.04750  	 -0.19395  	 -0775810 
466.2  	 00.92353  	 00.02698  	 -0.20517  	 -0820665 
466.3  	 01.02682  	 00.00551  	 -0.21474  	 -0858947 
466.4  	 01.12647  	 -0.01674  	 -0.22250  	 -0889984 
466.5  	 01.22092  	 -0.03957  	 -0.22830  	 -0913193 
466.6  	 01.30818  	 -0.06278  	 -0.23202  	 -0928090 
466.7  	 01.38600  	 -0.08613  	 -0.23357  	 -0934295 
466.8  	 01.45208  	 -0.10942  	 -0.23288  	 -0931537 
466.9  	 01.50397  	 -0.13241  	 -0.22991  	 -0919648 
467.0  	 01.53957  	 -0.15488  	 -0.22464  	 -0898564 
467.1  	 01.55692  	 -0.17658  	 -0.21708  	 -0868318 
467.2  	 01.55458  	 -0.19731  	 -0.20726  	 -0829029 
467.3  	 01.53160  	 -0.21683  	 -0.19522  	 -0780894 
467.4  	 01.48771  	 -0.23494  	 -0.18104  	 -0724171 
467.5  	 01.42315  	 -0.25142  	 -0.16479  	 -0659168 
467.6  	 01.33889  	 -0.26607  	 -0.14656  	 -0586230 
467.7  	 01.23645  	 -0.27872  	 -0.12643  	 -0505736 
467.8  	 01.11787  	 -0.28917  	 -0.10452  	 -0418082 
467.9  	 00.98565  	 -0.29726  	 -0.08092  	 -0323684 
468.0  	 00.84247  	 -0.30283  	 -0.05575  	 -0222982 
468.1  	 00.69122  	 -0.30575  	 -0.02911  	 -0116449 
468.2  	 00.53479  	 -0.30586  	 -0.00115  	 -0004599 
468.3  	 00.37595  	 -0.30306  	 00.02800  	 00111996 
468.4  	 00.21729  	 -0.29724  	 00.05817  	 00232678 
468.5  	 00.06096  	 -0.28833  	 00.08917  	 00356693 
468.6  	 -0.09111  	 -0.27625  	 00.12079  	 00483171 
468.7  	 -0.23738  	 -0.26097  	 00.15278  	 00611104 
468.8  	 -0.37673  	 -0.24249  	 00.18484  	 00739343 
468.9  	 -0.50835  	 -0.22082  	 00.21665  	 00866595 
469.0  	 -0.63170  	 -0.19604  	 00.24785  	 00991417 
469.1  	 -0.74649  	 -0.16823  	 00.27806  	 01112233 
469.2  	 -0.85241  	 -0.13755  	 00.30684  	 01227345 
469.3  	 -0.94936  	 -0.10417  	 00.33374  	 01334955 
469.4  	 -1.03703  	 -0.06834  	 00.35830  	 01433198 
469.5  	 -1.11521  	 -0.03034  	 00.38004  	 01520165 
469.6  	 -1.18343  	 00.00951  	 00.39849  	 01593951 
469.7  	 -1.24114  	 00.05083  	 00.41317  	 01652693 
469.8  	 -1.28768  	 00.09319  	 00.42365  	 01694614 
469.9  	 -1.32233  	 00.13615  	 00.42952  	 01718085 
470.0  	 -1.34438  	 00.17919  	 00.43042  	 01721675 
470.1  	 -1.35315  	 00.22179  	 00.42605  	 01704211 
470.2  	 -1.34810  	 00.26341  	 00.41621  	 01664842 
470.3  	 -1.32893  	 00.30349  	 00.40077  	 01603087 
470.4  	 -1.29564  	 00.34146  	 00.37972  	 01518892 
470.5  	 -1.24849  	 00.37678  	 00.35317  	 01412668 
470.6  	 -1.18813  	 00.40891  	 00.32133  	 01285314 
470.7  	 -1.11557  	 00.43737  	 00.28455  	 01138214 
470.8  	 -1.03216  	 00.46170  	 00.24330  	 00973219 
470.9  	 -0.93953  	 00.48151  	 00.19815  	 00792603 
471.0  	 -0.83938  	 00.49649  	 00.14975  	 00598997 
471.1  	 -0.73369  	 00.50637  	 00.09883  	 00395306 
471.2  	 -0.62435  	 00.51099  	 00.04615  	 00184610 
471.3  	 -0.51312  	 00.51024  	 -0.00748  	 -0029933 
471.4  	 -0.40167  	 00.50411  	 -0.06130  	 -0245193 
471.5  	 -0.29121  	 00.49265  	 -0.11454  	 -0458144 
471.6  	 -0.18276  	 00.47601  	 -0.16649  	 -0665954 
471.7  	 -0.07695  	 00.45436  	 -0.21651  	 -0866036 
471.8  	 00.02596  	 00.42795  	 -0.26402  	 -1056088 
471.9  	 00.12601  	 00.39710  	 -0.30853  	 -1234106 
472.0  	 00.22355  	 00.36214  	 -0.34960  	 -1398385 
472.1  	 00.31901  	 00.32345  	 -0.38688  	 -1547504 
472.2  	 00.41296  	 00.28145  	 -0.42008  	 -1680305 
472.3  	 00.50576  	 00.23655  	 -0.44896  	 -1795849 
472.4  	 00.59767  	 00.18921  	 -0.47335  	 -1893395 
472.5  	 00.68869  	 00.13991  	 -0.49309  	 -1972364 
472.6  	 00.77828  	 00.08907  	 -0.50839  	 -2000000 
472.7  	 00.86563  	 00.03702  	 -0.52050  	 -2000000 
472.8  	 00.94933  	 -0.01586  	 -0.52880  	 -2000000 
472.9  	 01.02755  	 -0.06911  	 -0.53249  	 -2000000 
473.0  	 01.09819  	 -0.12219  	 -0.53081  	 -2000000 
473.1  	 01.15870  	 -0.17450  	 -0.52304  	 -2000000 
473.2  	 01.20653  	 -0.22536  	 -0.50858  	 -2000000 
473.3  	 01.23899  	 -0.27409  	 -0.48734  	 -1949350 
473.4  	 01.25367  	 -0.32026  	 -0.46171  	 -1846835 
473.5  	 01.24851  	 -0.36348  	 -0.43219  	 -1728778 
473.6  	 01.22193  	 -0.40339  	 -0.39913  	 -1596510 
473.7  	 01.17301  	 -0.43968  	 -0.36287  	 -1451497 
473.8  	 01.10163  	 -0.47206  	 -0.32383  	 -1295305 
473.9  	 01.00855  	 -0.50030  	 -0.28239  	 -1129558 
474.0  	 00.89523  	 -0.52420  	 -0.23897  	 -0955896 
474.1  	 00.76415  	 -0.54360  	 -0.19398  	 -0775929 
474.2  	 00.61835  	 -0.55838  	 -0.14780  	 -0591196 
474.3  	 00.46166  	 -0.56846  	 -0.10078  	 -0403137 
474.4  	 00.29832  	 -0.57378  	 -0.05327  	 -0213079 
474.5  	 00.13265  	 -0.57434  	 -0.00556  	 -0022223 
474.6  	 -0.03079  	 -0.57013  	 00.04209  	 00168340 
474.7  	 -0.18770  	 -0.56119  	 00.08941  	 00357621 
474.8  	 -0.33419  	 -0.54757  	 00.13618  	 00544703 
474.9  	 -0.46682  	 -0.52935  	 00.18218  	 00728718 
475.0  	 -0.58305  	 -0.50663  	 00.22720  	 00908812 
475.1  	 -0.68101  	 -0.47953  	 00.27103  	 01084109 
475.2  	 -0.75979  	 -0.44819  	 00.31342  	 01253694 
475.3  	 -0.81920  	 -0.41277  	 00.35414  	 01416573 
475.4  	 -0.85997  	 -0.37348  	 00.39291  	 01571656 
475.5  	 -0.88359  	 -0.33054  	 00.42944  	 01717745 
475.6  	 -0.89196  	 -0.28420  	 00.46338  	 01853512 
475.7  	 -0.88746  	 -0.23476  	 00.49438  	 01977502 
475.8  	 -0.87271  	 -0.18242  	 00.52340  	 02000000 
475.9  	 -0.85021  	 -0.12720  	 00.55228  	 01991756 
476.0  	 -0.82243  	 -0.06899  	 00.58207  	 01889802 
476.1  	 -0.79138  	 -0.00769  	 00.61294  	 01794633 
476.2  	 -0.75866  	 00.05661  	 00.64304  	 01710618 
476.3  	 -0.72530  	 00.12363  	 00.67025  	 01641174 
476.4  	 -0.69175  	 00.19286  	 00.69222  	 01589099 
476.5  	 -0.65779  	 00.26350  	 00.70644  	 01557105 
476.6  	 -0.62270  	 00.33454  	 00.71035  	 01548532 
476.7  	 -0.58532  	 00.40467  	 00.70136  	 01568386 
476.8  	 -0.54411  	 00.47236  	 00.67687  	 01625117 
476.9  	 -0.49747  	 00.53578  	 00.63426  	 01734316 
477.0  	 -0.44365  	 00.59284  	 00.57054  	 01928011 
477.1  	 -0.38110  	 00.64139  	 00.48551  	 01942036 
477.2  	 -0.30868  	 00.68075  	 00.39363  	 01574508 
477.3  	 -0.22562  	 00.71090  	 00.30151  	 01206028 
477.4  	 -0.13171  	 00.73194  	 00.21041  	 00841646 
477.5  	 -0.02737  	 00.74409  	 00.12150  	 00485985 
477.6  	 00.08631  	 00.74767  	 00.03578  	 00143101 
477.7  	 00.20761  	 00.74308  	 -0.04590  	 -0183615 
477.8  	 00.33425  	 00.73079  	 -0.12287  	 -0491478 
477.9  	 00.46340  	 00.71133  	 -0.19462  	 -0778496 
478.0  	 00.59204  	 00.68525  	 -0.26083  	 -1043328 
478.1  	 00.71677  	 00.65312  	 -0.32130  	 -1285211 
478.2  	 00.83422  	 00.61552  	 -0.37596  	 -1503853 
478.3  	 00.94113  	 00.57304  	 -0.42483  	 -1699326 
478.4  	 01.03446  	 00.52624  	 -0.46799  	 -1871948 
478.5  	 01.11165  	 00.47567  	 -0.50568  	 -2000000 
478.6  	 01.17060  	 00.42157  	 -0.54096  	 -2000000 
478.7  	 01.20975  	 00.36394  	 -0.57636  	 -1908522 
478.8  	 01.22828  	 00.30255  	 -0.61390  	 -1791830 
478.9  	 01.22594  	 00.23731  	 -0.65239  	 -1686120 
479.0  	 01.20311  	 00.16829  	 -0.69019  	 -1593754 
479.1  	 01.16080  	 00.09574  	 -0.72552  	 -1516159 
479.2  	 01.10043  	 00.02010  	 -0.75643  	 -1454191 
479.3  	 01.02392  	 -0.05800  	 -0.78097  	 -1408512 
479.4  	 00.93346  	 -0.13771  	 -0.79712  	 -1379964 
479.5  	 00.83138  	 -0.21801  	 -0.80294  	 -1369962 
479.6  	 00.72014  	 -0.29766  	 -0.79653  	 -1380983 
479.7  	 00.60219  	 -0.37527  	 -0.77609  	 -1417352 
479.8  	 00.47990  	 -0.44926  	 -0.73990  	 -1486688 
479.9  	 00.35547  	 -0.51788  	 -0.68621  	 -1603006 
480.0  	 00.23079  	 -0.57918  	 -0.61301  	 -1794431 
480.1  	 00.10761  	 -0.63098  	 -0.51797  	 -2000000 
480.2  	 -0.01257  	 -0.67233  	 -0.41355  	 -1654181 
480.3  	 -0.12861  	 -0.70366  	 -0.31331  	 -1253225 
480.4  	 -0.23949  	 -0.72552  	 -0.21857  	 -0874299 
480.5  	 -0.34449  	 -0.73852  	 -0.13000  	 -0520014 
480.6  	 -0.44310  	 -0.74332  	 -0.04802  	 -0192087 
480.7  	 -0.53484  	 -0.74061  	 00.02715  	 00108619 
480.8  	 -0.61950  	 -0.73106  	 00.09550  	 00381998 
480.9  	 -0.69685  	 -0.71534  	 00.15715  	 00628602 
481.0  	 -0.76683  	 -0.69411  	 00.21238  	 00849513 
481.1  	 -0.82940  	 -0.66795  	 00.26155  	 01046215 
481.2  	 -0.88452  	 -0.63744  	 00.30511  	 01220457 
481.3  	 -0.93219  	 -0.60309  	 00.34353  	 01374132 
481.4  	 -0.97241  	 -0.56536  	 00.37729  	 01509155 
481.5  	 -1.00530  	 -0.52467  	 00.40684  	 01627354 
481.6  	 -1.03091  	 -0.48141  	 00.43260  	 01730383 
481.7  	 -1.04923  	 -0.43592  	 00.45491  	 01819644 
481.8  	 -1.06037  	 -0.38852  	 00.47406  	 01896234 
481.9  	 -1.06440  	 -0.33949  	 00.49023  	 01960907 
482.0  	 -1.06133  	 -0.28913  	 00.50360  	 02000000 
482.1  	 -1.05113  	 -0.23760  	 00.51533  	 02000000 
482.2  	 -1.03382  	 -0.18506  	 00.52539  	 02000000 
482.3  	 -1.00936  	 -0.13175  	 00.53315  	 02000000 
482.4  	 -0.97766  	 -0.07796  	 00.53791  	 02000000 
482.5  	 -0.93863  	 -0.02407  	 00.53886  	 02000000 
482.6  	 -0.89217  	 00.02945  	 00.53518  	 02000000 
482.7  	 -0.83823  	 00.08205  	 00.52604  	 02000000 
482.8  	 -0.77682  	 00.13312  	 00.51064  	 02000000 
482.9  	 -0.70803  	 00.18198  	 00.48859  	 01954363 
483.0  	 -0.63208  	 00.22819  	 00.46219  	 01848770 
483.1  	 -0.54939  	 00.27138  	 00.43186  	 01727422 
483.2  	 -0.46054  	 00.31116  	 00.39775  	 01591004 
483.3  	 -0.36637  	 00.34717  	 00.36014  	 01440567 
483.4  	 -0.26801  	 00.37911  	 00.31938  	 01277527 
483.5  	 -0.16673  	 00.40670  	 00.27591  	 01103633 
483.6  	 -0.06409  	 00.42972  	 00.23023  	 00920930 
483.7  	 00.03817  	 00.44801  	 00.18292  	 00731682 
483.8  	 00.13819  	 00.46147  	 00.13458  	 00538313 
483.9  	 00.23401  	 00.47005  	 00.08583  	 00343322 
484.0  	 00.32382  	 00.47378  	 00.03730  	 00149205 
484.1  	 00.40581  	 00.47274  	 -0.01040  	 -0041615 
484.2  	 00.47844  	 00.46707  	 -0.05672  	 -0226862 
484.3  	 00.54046  	 00.45696  	 -0.10111  	 -0404450 
484.4  	 00.59102  	 00.44265  	 -0.14313  	 -0572526 
484.5  	 00.62974  	 00.42441  	 -0.18238  	 -0729501 
484.6  	 00.65663  	 00.40256  	 -0.21851  	 -0874057 
484.7  	 00.67233  	 00.37743  	 -0.25129  	 -1005151 
484.8  	 00.67782  	 00.34938  	 -0.28050  	 -1121998 
484.9  	 00.67459  	 00.31878  	 -0.30602  	 -1224065 
485.0  	 00.66447  	 00.28600  	 -0.32776  	 -1311039 
485.1  	 00.64944  	 00.25143  	 -0.34570  	 -1382805 
485.2  	 00.63163  	 00.21545  	 -0.35986  	 -1439421 
485.3  	 00.61318  	 00.17842  	 -0.37027  	 -1481090 
485.4  	 00.59598  	 00.14072  	 -0.37703  	 -1508135 
485.5  	 00.58172  	 00.10269  	 -0.38024  	 -1520980 
485.6  	 00.57157  	 00.06469  	 -0.38003  	 -1520131 
485.7  	 00.56626  	 00.02703  	 -0.37654  	 -1506162 
485.8  	 00.56596  	 -0.00996  	 -0.36993  	 -1479704 
485.9  	 00.57027  	 -0.04599  	 -0.36036  	 -1441437 
486.0  	 00.57823  	 -0.08080  	 -0.34802  	 -1392087 
486.1  	 00.58845  	 -0.11411  	 -0.33310  	 -1332419 
486.2  	 00.59915  	 -0.14569  	 -0.31581  	 -1263234 
486.3  	 00.60836  	 -0.17532  	 -0.29634  	 -1185369 
486.4  	 00.61395  	 -0.20281  	 -0.27492  	 -1099691 
486.5  	 00.61395  	 -0.22799  	 -0.25177  	 -1007093 
486.6  	 00.60669  	 -0.25070  	 -0.22712  	 -0908487 
486.7  	 00.59078  	 -0.27082  	 -0.20120  	 -0804805 
486.8  	 00.56554  	 -0.28825  	 -0.17424  	 -0696980 
486.9  	 00.53077  	 -0.30290  	 -0.14649  	 -0585943 
487.0  	 00.48702  	 -0.31471  	 -0.11816  	 -0472627 
487.1  	 00.43555  	 -0.32366  	 -0.08949  	 -0357942 
487.2  	 00.37812  	 -0.32973  	 -0.06070  	 -0242781 
487.3  	 00.31710  	 -0.33293  	 -0.03200  	 -0128016 
487.4  	 00.25523  	 -0.33329  	 -0.00362  	 -0014490 
487.5  	 00.19537  	 -0.33087  	 00.02425  	 00096981 
487.6  	 00.14045  	 -0.32573  	 00.05140  	 00205610 
487.7  	 00.09315  	 -0.31796  	 00.07766  	 00310643 
487.8  	 00.05576  	 -0.30768  	 00.10284  	 00411356 
487.9  	 00.02996  	 -0.29500  	 00.12677  	 00507064 
488.0  	 00.01673  	 -0.28007  	 00.14928  	 00597116 
488.1  	 00.01613  	 -0.26305  	 00.17022  	 00680893 
488.2  	 00.02752  	 -0.24411  	 00.18945  	 00757820 
488.3  	 00.04918  	 -0.22342  	 00.20684  	 00827370 
488.4  	 00.07879  	 -0.20119  	 00.22227  	 00889060 
488.5  	 00.11336  	 -0.17763  	 00.23561  	 00942460 
488.6  	 00.14933  	 -0.15295  	 00.24680  	 00987197 
488.7  	 00.18301  	 -0.12738  	 00.25574  	 01022963 
488.8  	 00.21062  	 -0.10114  	 00.26238  	 01049518 
488.9  	 00.22867  	 -0.07447  	 00.26668  	 01066704 
489.0  	 00.23407  	 -0.04761  	 00.26861  	 01074445 
489.1  	 00.22446  	 -0.02079  	 00.26819  	 01072751 
489.2  	 00.19826  	 00.00575  	 00.26543  	 01061724 
489.3  	 00.15483  	 00.03179  	 00.26039  	 01041562 
489.4  	 00.09460  	 00.05710  	 00.25314  	 01012559 
489.5  	 00.01888  	 00.08148  	 00.24378  	 00975104 
489.6  	 -0.07011  	 00.10472  	 00.23242  	 00929672 
489.7  	 -0.16933  	 00.12664  	 00.21921  	 00876825 
489.8  	 -0.27521  	 00.14707  	 00.20430  	 00817196 
489.9  	 -0.38385  	 00.16586  	 00.18787  	 00751486 
490.0  	 -0.49120  	 00.18287  	 00.17011  	 00680446 
490.1  	 -0.59346  	 00.19799  	 00.15122  	 00604872 
490.2  	 -0.68706  	 00.21113  	 00.13140  	 00525589 
490.3  	 -0.76903  	 00.22222  	 00.11086  	 00443437 
490.4  	 -0.83728  	 00.23120  	 00.08982  	 00359264 
490.5  	 -0.89046  	 00.23805  	 00.06848  	 00273907 
490.6  	 -0.92809  	 00.24275  	 00.04705  	 00188190 
490.7  	 -0.95062  	 00.24532  	 00.02573  	 00102906 
490.8  	 -0.95929  	 00.24579  	 00.00470  	 00018813 
490.9  	 -0.95596  	 00.24421  	 -0.01585  	 -0063381 
491.0  	 -0.94309  	 00.24063  	 -0.03575  	 -0143011 
491.1  	 -0.92332  	 00.23515  	 -0.05487  	 -0219472 
491.2  	 -0.89935  	 00.22784  	 -0.07306  	 -0292225 
491.3  	 -0.87380  	 00.21882  	 -0.09020  	 -0360789 
491.4  	 -0.84897  	 00.20820  	 -0.10619  	 -0424752 
491.5  	 -0.82647  	 00.19611  	 -0.12094  	 -0483769 
491.6  	 -0.80747  	 00.18267  	 -0.13439  	 -0537565 
491.7  	 -0.79236  	 00.16802  	 -0.14648  	 -0585932 
491.8  	 -0.78074  	 00.15230  	 -0.15718  	 -0628724 
491.9  	 -0.77159  	 00.13566  	 -0.16647  	 -0665860 
492.0  	 -0.76340  	 00.11822  	 -0.17433  	 -0697312 
492.1  	 -0.75406  	 00.10015  	 -0.18078  	 -0723105 
492.2  	 -0.74133  	 00.08156  	 -0.18583  	 -0743305 
492.3  	 -0.72279  	 00.06261  	 -0.18950  	 -0758018 
492.4  	 -0.69629  	 00.04343  	 -0.19184  	 -0767378 
492.5  	 -0.65979  	 00.02414  	 -0.19289  	 -0771541 
492.6  	 -0.61191  	 00.00487  	 -0.19267  	 -0770683 
492.7  	 -0.55175  	 -0.01425  	 -0.19125  	 -0764991 
492.8  	 -0.47914  	 -0.03312  	 -0.18866  	 -0754659 
492.9  	 -0.39456  	 -0.05161  	 -0.18497  	 -0739891 
493.0  	 -0.29912  	 -0.06964  	 -0.18022  	 -0720896 
493.1  	 -0.19461  	 -0.08708  	 -0.17447  	 -0697889 
493.2  	 -0.08328  	 -0.10386  	 -0.16777  	 -0671093 
493.3  	 00.03237  	 -0.11988  	 -0.16019  	 -0640744 
493.4  	 00.14960  	 -0.13506  	 -0.15177  	 -0607091 
493.5  	 00.26580  	 -0.14932  	 -0.14260  	 -0570397 
493.6  	 00.37846  	 -0.16259  	 -0.13274  	 -0530946 
493.7  	 00.48544  	 -0.17482  	 -0.12226  	 -0489034 
493.8  	 00.58504  	 -0.18594  	 -0.11124  	 -0444978 
493.9  	 00.67612  	 -0.19592  	 -0.09978  	 -0399111 
494.0  	 00.75814  	 -0.20471  	 -0.08794  	 -0351774 
494.1  	 00.83106  	 -0.21230  	 -0.07583  	 -0303319 
494.2  	 00.89528  	 -0.21865  	 -0.06352  	 -0254099 
494.3  	 00.95170  	 -0.22376  	 -0.05112  	 -0204464 
494.4  	 01.00136  	 -0.22763  	 -0.03869  	 -0154749 
494.5  	 01.04551  	 -0.23026  	 -0.02632  	 -0105272 
494.6  	 01.08523  	 -0.23167  	 -0.01408  	 -0056324 
494.7  	 01.12149  	 -0.23187  	 -0.00204  	 -0008159 
494.8  	 01.15482  	 -0.23090  	 00.00975  	 00039011 
494.9  	 01.18542  	 -0.22877  	 00.02126  	 00085025 
495.0  	 01.21293  	 -0.22553  	 00.03244  	 00129774 
495.1  	 01.23655  	 -0.22120  	 00.04330  	 00173201 
