Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
846.4  	 -1.09748  	 -0.05107  	 -0.00084  	 -0003340 
846.5  	 -1.02178  	 -0.05035  	 00.00724  	 00028951 
846.6  	 -0.93494  	 -0.04898  	 00.01373  	 00054917 
846.7  	 -0.83856  	 -0.04712  	 00.01851  	 00074026 
846.8  	 -0.73461  	 -0.04498  	 00.02149  	 00085973 
846.9  	 -0.62544  	 -0.04271  	 00.02267  	 00090678 
847.0  	 -0.51326  	 -0.04050  	 00.02207  	 00088294 
847.1  	 -0.40067  	 -0.03852  	 00.01980  	 00079200 
847.2  	 -0.28996  	 -0.03692  	 00.01600  	 00063983 
847.3  	 -0.18335  	 -0.03584  	 00.01085  	 00043413 
847.4  	 -0.08298  	 -0.03538  	 00.00460  	 00018412 
847.5  	 00.00952  	 -0.03563  	 -0.00249  	 -0009975 
847.6  	 00.09270  	 -0.03664  	 -0.01016  	 -0040633 
847.7  	 00.16578  	 -0.03845  	 -0.01810  	 -0072402 
847.8  	 00.22843  	 -0.04105  	 -0.02603  	 -0104121 
847.9  	 00.28072  	 -0.04442  	 -0.03367  	 -0134674 
848.0  	 00.32332  	 -0.04850  	 -0.04075  	 -0163019 
848.1  	 00.35731  	 -0.05320  	 -0.04705  	 -0188214 
848.2  	 00.38416  	 -0.05844  	 -0.05236  	 -0209445 
848.3  	 00.40561  	 -0.06409  	 -0.05651  	 -0226041 
848.4  	 00.42355  	 -0.07003  	 -0.05937  	 -0237483 
848.5  	 00.43993  	 -0.07611  	 -0.06085  	 -0243415 
848.6  	 00.45657  	 -0.08220  	 -0.06091  	 -0243634 
848.7  	 00.47506  	 -0.08815  	 -0.05952  	 -0238083 
848.8  	 00.49671  	 -0.09383  	 -0.05671  	 -0226852 
848.9  	 00.52244  	 -0.09908  	 -0.05254  	 -0210157 
849.0  	 00.55267  	 -0.10379  	 -0.04708  	 -0188318 
849.1  	 00.58728  	 -0.10783  	 -0.04044  	 -0161754 
849.2  	 00.62588  	 -0.11111  	 -0.03274  	 -0130962 
849.3  	 00.66745  	 -0.11352  	 -0.02412  	 -0096496 
849.4  	 00.71076  	 -0.11499  	 -0.01474  	 -0058953 
849.5  	 00.75430  	 -0.11547  	 -0.00474  	 -0018965 
849.6  	 00.79636  	 -0.11490  	 00.00571  	 00022828 
849.7  	 00.83538  	 -0.11325  	 00.01644  	 00065780 
849.8  	 00.86997  	 -0.11052  	 00.02731  	 00109249 
849.9  	 00.89874  	 -0.10670  	 00.03815  	 00152613 
850.0  	 00.92088  	 -0.10182  	 00.04882  	 00195278 
850.1  	 00.93592  	 -0.09590  	 00.05917  	 00236689 
850.2  	 00.94363  	 -0.08900  	 00.06908  	 00276324 
850.3  	 00.94452  	 -0.08115  	 00.07843  	 00313711 
850.4  	 00.93922  	 -0.07244  	 00.08711  	 00348429 
850.5  	 00.92876  	 -0.06294  	 00.09503  	 00380113 
850.6  	 00.91430  	 -0.05273  	 00.10211  	 00408458 
850.7  	 00.89721  	 -0.04190  	 00.10831  	 00433222 
850.8  	 00.87866  	 -0.03054  	 00.11356  	 00454226 
850.9  	 00.85972  	 -0.01876  	 00.11784  	 00471351 
851.0  	 00.84113  	 -0.00665  	 00.12114  	 00484542 
851.1  	 00.82326  	 00.00570  	 00.12345  	 00493809 
851.2  	 00.80613  	 00.01818  	 00.12481  	 00499220 
851.3  	 00.78915  	 00.03070  	 00.12522  	 00500894 
851.4  	 00.77145  	 00.04318  	 00.12475  	 00499000 
851.5  	 00.75160  	 00.05552  	 00.12344  	 00493752 
851.6  	 00.72812  	 00.06766  	 00.12135  	 00485395 
851.7  	 00.69920  	 00.07951  	 00.11855  	 00474202 
851.8  	 00.66313  	 00.09102  	 00.11511  	 00460454 
851.9  	 00.61827  	 00.10213  	 00.11111  	 00444441 
852.0  	 00.56328  	 00.11280  	 00.10661  	 00426455 
852.1  	 00.49733  	 00.12296  	 00.10169  	 00406769 
852.2  	 00.42011  	 00.13261  	 00.09641  	 00385629 
852.3  	 00.33184  	 00.14169  	 00.09081  	 00363245 
852.4  	 00.23360  	 00.15018  	 00.08495  	 00339784 
852.5  	 00.12683  	 00.15806  	 00.07884  	 00315363 
852.6  	 00.01384  	 00.16532  	 00.07251  	 00290046 
852.7  	 -0.10268  	 00.17191  	 00.06596  	 00263839 
852.8  	 -0.21991  	 00.17783  	 00.05917  	 00236693 
852.9  	 -0.33449  	 00.18304  	 00.05213  	 00208507 
853.0  	 -0.44333  	 00.18752  	 00.04478  	 00179138 
853.1  	 -0.54337  	 00.19123  	 00.03710  	 00148400 
853.2  	 -0.63207  	 00.19413  	 00.02902  	 00116087 
853.3  	 -0.70734  	 00.19618  	 00.02050  	 00081987 
853.4  	 -0.76774  	 00.19733  	 00.01147  	 00045883 
853.5  	 -0.81256  	 00.19752  	 00.00190  	 00007587 
853.6  	 -0.84173  	 00.19669  	 -0.00826  	 -0033052 
853.7  	 -0.85612  	 00.19479  	 -0.01903  	 -0076135 
853.8  	 -0.85708  	 00.19175  	 -0.03042  	 -0121690 
853.9  	 -0.84665  	 00.18751  	 -0.04242  	 -0169660 
854.0  	 -0.82719  	 00.18201  	 -0.05498  	 -0219902 
854.1  	 -0.80132  	 00.17520  	 -0.06804  	 -0272176 
854.2  	 -0.77177  	 00.16705  	 -0.08153  	 -0326133 
854.3  	 -0.74102  	 00.15752  	 -0.09533  	 -0381325 
854.4  	 -0.71152  	 00.14659  	 -0.10930  	 -0437213 
854.5  	 -0.68508  	 00.13426  	 -0.12329  	 -0493167 
854.6  	 -0.66309  	 00.12055  	 -0.13712  	 -0548484 
854.7  	 -0.64638  	 00.10549  	 -0.15060  	 -0602405 
854.8  	 -0.63515  	 00.08913  	 -0.16353  	 -0654130 
854.9  	 -0.62910  	 00.07156  	 -0.17571  	 -0702834 
855.0  	 -0.62736  	 00.05287  	 -0.18692  	 -0747690 
855.1  	 -0.62876  	 00.03317  	 -0.19697  	 -0787891 
855.2  	 -0.63177  	 00.01261  	 -0.20567  	 -0822671 
855.3  	 -0.63487  	 -0.00868  	 -0.21283  	 -0851313 
855.4  	 -0.63642  	 -0.03051  	 -0.21829  	 -0873170 
855.5  	 -0.63505  	 -0.05270  	 -0.22192  	 -0887680 
855.6  	 -0.62955  	 -0.07506  	 -0.22360  	 -0894385 
855.7  	 -0.61914  	 -0.09738  	 -0.22323  	 -0892933 
855.8  	 -0.60343  	 -0.11946  	 -0.22077  	 -0883086 
855.9  	 -0.58241  	 -0.14108  	 -0.21618  	 -0864731 
856.0  	 -0.55658  	 -0.16202  	 -0.20947  	 -0837877 
856.1  	 -0.52667  	 -0.18209  	 -0.20067  	 -0802666 
856.2  	 -0.49371  	 -0.20107  	 -0.18984  	 -0759355 
856.3  	 -0.45890  	 -0.21878  	 -0.17708  	 -0708319 
856.4  	 -0.42349  	 -0.23503  	 -0.16251  	 -0650044 
856.5  	 -0.38866  	 -0.24966  	 -0.14628  	 -0585113 
856.6  	 -0.35535  	 -0.26252  	 -0.12855  	 -0514195 
856.7  	 -0.32440  	 -0.27347  	 -0.10951  	 -0438034 
856.8  	 -0.29617  	 -0.28240  	 -0.08936  	 -0357428 
856.9  	 -0.27076  	 -0.28923  	 -0.06830  	 -0273219 
857.0  	 -0.24783  	 -0.29389  	 -0.04657  	 -0186271 
857.1  	 -0.22686  	 -0.29633  	 -0.02437  	 -0097463 
857.2  	 -0.20697  	 -0.29652  	 -0.00192  	 -0007668 
857.3  	 -0.18699  	 -0.29446  	 00.02056  	 00082255 
857.4  	 -0.16586  	 -0.29018  	 00.04287  	 00171468 
857.5  	 -0.14235  	 -0.28370  	 00.06479  	 00259160 
857.6  	 -0.11544  	 -0.27508  	 00.08614  	 00344557 
857.7  	 -0.08423  	 -0.26441  	 00.10673  	 00426927 
857.8  	 -0.04807  	 -0.25177  	 00.12639  	 00505576 
857.9  	 -0.00671  	 -0.23727  	 00.14496  	 00579849 
858.0  	 00.03996  	 -0.22105  	 00.16228  	 00649136 
858.1  	 00.09157  	 -0.20322  	 00.17822  	 00712869 
858.2  	 00.14742  	 -0.18396  	 00.19263  	 00770523 
858.3  	 00.20691  	 -0.16342  	 00.20540  	 00821615 
858.4  	 00.26885  	 -0.14178  	 00.21643  	 00865705 
858.5  	 00.33224  	 -0.11922  	 00.22560  	 00902403 
858.6  	 00.39594  	 -0.09593  	 00.23284  	 00931367 
858.7  	 00.45895  	 -0.07213  	 00.23808  	 00952319 
858.8  	 00.52033  	 -0.04800  	 00.24126  	 00965045 
858.9  	 00.57927  	 -0.02376  	 00.24235  	 00969404 
859.0  	 00.63520  	 00.00037  	 00.24133  	 00965329 
859.1  	 00.68760  	 00.02419  	 00.23821  	 00952847 
859.2  	 00.73622  	 00.04749  	 00.23302  	 00932074 
859.3  	 00.78083  	 00.07007  	 00.22581  	 00903225 
859.4  	 00.82123  	 00.09174  	 00.21666  	 00866622 
859.5  	 00.85721  	 00.11231  	 00.20567  	 00822692 
859.6  	 00.88851  	 00.13160  	 00.19299  	 00771962 
859.7  	 00.91465  	 00.14948  	 00.17877  	 00715066 
859.8  	 00.93507  	 00.16580  	 00.16318  	 00652723 
859.9  	 00.94897  	 00.18044  	 00.14643  	 00585738 
860.0  	 00.95543  	 00.19332  	 00.12875  	 00514988 
860.1  	 00.95331  	 00.20435  	 00.11035  	 00441398 
860.2  	 00.94147  	 00.21350  	 00.09148  	 00365936 
860.3  	 00.91874  	 00.22074  	 00.07240  	 00289584 
860.4  	 00.88412  	 00.22607  	 00.05333  	 00213325 
860.5  	 00.83669  	 00.22953  	 00.03453  	 00138115 
860.6  	 00.77593  	 00.23115  	 00.01622  	 00064870 
860.7  	 00.70180  	 00.23101  	 -0.00139  	 -0005556 
860.8  	 00.61445  	 00.22920  	 -0.01810  	 -0072389 
860.9  	 00.51502  	 00.22583  	 -0.03374  	 -0134946 
861.0  	 00.40473  	 00.22101  	 -0.04816  	 -0192654 
861.1  	 00.28558  	 00.21488  	 -0.06126  	 -0245055 
861.2  	 00.15989  	 00.20759  	 -0.07296  	 -0291820 
861.3  	 00.03047  	 00.19927  	 -0.08319  	 -0332746 
861.4  	 -0.09964  	 00.19007  	 -0.09194  	 -0367754 
861.5  	 -0.22743  	 00.18015  	 -0.09922  	 -0396895 
861.6  	 -0.34975  	 00.16964  	 -0.10508  	 -0420340 
861.7  	 -0.46370  	 00.15868  	 -0.10959  	 -0438365 
861.8  	 -0.56682  	 00.14740  	 -0.11284  	 -0451347 
861.9  	 -0.65694  	 00.13591  	 -0.11494  	 -0459744 
862.0  	 -0.73259  	 00.12431  	 -0.11602  	 -0464083 
862.1  	 -0.79269  	 00.11268  	 -0.11624  	 -0464944 
862.2  	 -0.83698  	 00.10111  	 -0.11573  	 -0462939 
862.3  	 -0.86583  	 00.08964  	 -0.11467  	 -0458695 
862.4  	 -0.87985  	 00.07832  	 -0.11321  	 -0452843 
862.5  	 -0.88041  	 00.06717  	 -0.11150  	 -0445998 
862.6  	 -0.86899  	 00.05620  	 -0.10969  	 -0438747 
862.7  	 -0.84729  	 00.04541  	 -0.10791  	 -0431637 
862.8  	 -0.81706  	 00.03478  	 -0.10629  	 -0425158 
862.9  	 -0.77995  	 00.02429  	 -0.10494  	 -0419745 
863.0  	 -0.73734  	 00.01389  	 -0.10394  	 -0415758 
863.1  	 -0.69039  	 00.00356  	 -0.10337  	 -0413485 
863.2  	 -0.63979  	 -0.00677  	 -0.10328  	 -0413135 
863.3  	 -0.58580  	 -0.01714  	 -0.10371  	 -0414828 
863.4  	 -0.52853  	 -0.02761  	 -0.10465  	 -0418596 
863.5  	 -0.46751  	 -0.03822  	 -0.10610  	 -0424385 
863.6  	 -0.40226  	 -0.04902  	 -0.10801  	 -0432054 
863.7  	 -0.33205  	 -0.06005  	 -0.11034  	 -0441371 
863.8  	 -0.25625  	 -0.07135  	 -0.11301  	 -0452023 
863.9  	 -0.17439  	 -0.08294  	 -0.11590  	 -0463611 
864.0  	 -0.08612  	 -0.09483  	 -0.11892  	 -0475667 
864.1  	 00.00824  	 -0.10703  	 -0.12191  	 -0487658 
864.2  	 00.10813  	 -0.11950  	 -0.12475  	 -0499000 
864.3  	 00.21256  	 -0.13223  	 -0.12727  	 -0509070 
864.4  	 00.31980  	 -0.14516  	 -0.12931  	 -0517228 
864.5  	 00.42795  	 -0.15823  	 -0.13071  	 -0522829 
864.6  	 00.53445  	 -0.17136  	 -0.13131  	 -0525239 
864.7  	 00.63675  	 -0.18446  	 -0.13097  	 -0523861 
864.8  	 00.73217  	 -0.19741  	 -0.12954  	 -0518150 
864.9  	 00.81782  	 -0.21010  	 -0.12691  	 -0507629 
865.0  	 00.89140  	 -0.22240  	 -0.12298  	 -0491908 
865.1  	 00.95061  	 -0.23417  	 -0.11767  	 -0470689 
865.2  	 00.99384  	 -0.24526  	 -0.11094  	 -0443779 
865.3  	 01.02005  	 -0.25554  	 -0.10277  	 -0411090 
865.4  	 01.02867  	 -0.26485  	 -0.09316  	 -0372637 
865.5  	 01.02004  	 -0.27307  	 -0.08213  	 -0328533 
865.6  	 00.99494  	 -0.28004  	 -0.06975  	 -0278995 
865.7  	 00.95478  	 -0.28565  	 -0.05608  	 -0224312 
865.8  	 00.90141  	 -0.28977  	 -0.04121  	 -0164850 
865.9  	 00.83709  	 -0.29230  	 -0.02526  	 -0101026 
866.0  	 00.76411  	 -0.29313  	 -0.00832  	 -0033296 
866.1  	 00.68492  	 -0.29218  	 00.00946  	 00037850 
866.2  	 00.60173  	 -0.28939  	 00.02798  	 00111910 
866.3  	 00.51651  	 -0.28468  	 00.04709  	 00188368 
866.4  	 00.43095  	 -0.27801  	 00.06668  	 00266708 
866.5  	 00.34613  	 -0.26935  	 00.08660  	 00346414 
866.6  	 00.26280  	 -0.25867  	 00.10674  	 00426978 
866.7  	 00.18113  	 -0.24598  	 00.12697  	 00507887 
866.8  	 00.10076  	 -0.23126  	 00.14715  	 00588612 
866.9  	 00.02130  	 -0.21455  	 00.16716  	 00668620 
867.0  	 -0.05822  	 -0.19586  	 00.18684  	 00747350 
867.1  	 -0.13852  	 -0.17526  	 00.20605  	 00824210 
867.2  	 -0.22062  	 -0.15279  	 00.22464  	 00898567 
867.3  	 -0.30521  	 -0.12855  	 00.24244  	 00969745 
867.4  	 -0.39258  	 -0.10262  	 00.25925  	 01037013 
867.5  	 -0.48292  	 -0.07513  	 00.27490  	 01099588 
867.6  	 -0.57566  	 -0.04622  	 00.28916  	 01156639 
867.7  	 -0.66991  	 -0.01604  	 00.30182  	 01207294 
867.8  	 -0.76441  	 00.01523  	 00.31266  	 01250642 
867.9  	 -0.85718  	 00.04737  	 00.32144  	 01285755 
868.0  	 -0.94625  	 00.08017  	 00.32793  	 01311702 
868.1  	 -1.02921  	 00.11336  	 00.33189  	 01327567 
868.2  	 -1.10365  	 00.14667  	 00.33312  	 01332474 
868.3  	 -1.16731  	 00.17981  	 00.33140  	 01325611 
868.4  	 -1.21800  	 00.21246  	 00.32656  	 01306258 
868.5  	 -1.25390  	 00.24431  	 00.31845  	 01273818 
868.6  	 -1.27363  	 00.27501  	 00.30696  	 01227832 
868.7  	 -1.27643  	 00.30421  	 00.29200  	 01168009 
868.8  	 -1.26188  	 00.33156  	 00.27356  	 01094254 
868.9  	 -1.23042  	 00.35673  	 00.25167  	 01006681 
869.0  	 -1.18275  	 00.37937  	 00.22641  	 00905627 
869.1  	 -1.12020  	 00.39916  	 00.19792  	 00791661 
869.2  	 -1.04444  	 00.41580  	 00.16640  	 00665585 
869.3  	 -0.95742  	 00.42901  	 00.13211  	 00528434 
869.4  	 -0.86125  	 00.43855  	 00.09537  	 00381463 
869.5  	 -0.75807  	 00.44420  	 00.05653  	 00226107 
869.6  	 -0.64995  	 00.44580  	 00.01599  	 00063973 
869.7  	 -0.53871  	 00.44322  	 -0.02580  	 -0103202 
869.8  	 -0.42598  	 00.43638  	 -0.06839  	 -0273576 
869.9  	 -0.31311  	 00.42525  	 -0.11131  	 -0445248 
870.0  	 -0.20109  	 00.40984  	 -0.15407  	 -0616294 
870.1  	 -0.09058  	 00.39022  	 -0.19620  	 -0784796 
870.2  	 00.01794  	 00.36650  	 -0.23722  	 -0948873 
870.3  	 00.12435  	 00.33883  	 -0.27667  	 -1106700 
870.4  	 00.22846  	 00.30742  	 -0.31413  	 -1256527 
870.5  	 00.33028  	 00.27250  	 -0.34917  	 -1396694 
870.6  	 00.42962  	 00.23436  	 -0.38141  	 -1525641 
870.7  	 00.52635  	 00.19331  	 -0.41048  	 -1641908 
870.8  	 00.62004  	 00.14971  	 -0.43603  	 -1744139 
870.9  	 00.70996  	 00.10393  	 -0.45777  	 -1831093 
871.0  	 00.79537  	 00.05639  	 -0.47541  	 -1901654 
871.1  	 00.87507  	 00.00752  	 -0.48871  	 -1954837 
871.2  	 00.94774  	 -0.04222  	 -0.49745  	 -1989811 
871.3  	 01.01205  	 -0.09238  	 -0.50155  	 -2000000 
871.4  	 01.06641  	 -0.14247  	 -0.50096  	 -2000000 
871.5  	 01.10941  	 -0.19200  	 -0.49525  	 -1980993 
871.6  	 01.13964  	 -0.24046  	 -0.48464  	 -1938551 
871.7  	 01.15613  	 -0.28739  	 -0.46923  	 -1876901 
871.8  	 01.15797  	 -0.33230  	 -0.44916  	 -1796624 
871.9  	 01.14479  	 -0.37477  	 -0.42465  	 -1698589 
872.0  	 01.11658  	 -0.41436  	 -0.39598  	 -1583933 
872.1  	 01.07379  	 -0.45071  	 -0.36351  	 -1454042 
872.2  	 01.01725  	 -0.48348  	 -0.32763  	 -1310514 
872.3  	 00.94834  	 -0.51236  	 -0.28878  	 -1155123 
872.4  	 00.86862  	 -0.53710  	 -0.24744  	 -0989757 
872.5  	 00.77999  	 -0.55751  	 -0.20409  	 -0816375 
872.6  	 00.68463  	 -0.57343  	 -0.15924  	 -0636947 
872.7  	 00.58475  	 -0.58477  	 -0.11335  	 -0453409 
872.8  	 00.48238  	 -0.59146  	 -0.06691  	 -0267625 
872.9  	 00.37974  	 -0.59349  	 -0.02034  	 -0081343 
873.0  	 00.27859  	 -0.59090  	 00.02596  	 00103823 
873.1  	 00.18076  	 -0.58374  	 00.07160  	 00286408 
873.2  	 00.08740  	 -0.57211  	 00.11628  	 00465105 
873.3  	 -0.00043  	 -0.55614  	 00.15969  	 00638751 
873.4  	 -0.08201  	 -0.53598  	 00.20158  	 00806326 
873.5  	 -0.15707  	 -0.51181  	 00.24173  	 00966933 
873.6  	 -0.22546  	 -0.48381  	 00.27994  	 01119776 
873.7  	 -0.28735  	 -0.45221  	 00.31603  	 01264133 
873.8  	 -0.34328  	 -0.41723  	 00.34983  	 01399329 
873.9  	 -0.39346  	 -0.37911  	 00.38118  	 01524716 
874.0  	 -0.43859  	 -0.33812  	 00.40991  	 01639649 
874.1  	 -0.47913  	 -0.29453  	 00.43587  	 01743475 
874.2  	 -0.51559  	 -0.24864  	 00.45888  	 01835505 
874.3  	 -0.54833  	 -0.20077  	 00.47875  	 01915017 
874.4  	 -0.57767  	 -0.15124  	 00.49532  	 01981266 
874.5  	 -0.60374  	 -0.10036  	 00.50879  	 02000000 
874.6  	 -0.62655  	 -0.04835  	 00.52006  	 02000000 
874.7  	 -0.64598  	 00.00449  	 00.52846  	 02000000 
874.8  	 -0.66190  	 00.05781  	 00.53316  	 02000000 
874.9  	 -0.67392  	 00.11114  	 00.53333  	 02000000 
875.0  	 -0.68176  	 00.16396  	 00.52817  	 02000000 
875.1  	 -0.68500  	 00.21565  	 00.51689  	 02000000 
875.2  	 -0.68326  	 00.26553  	 00.49884  	 01995353 
875.3  	 -0.67615  	 00.31305  	 00.47519  	 01900771 
875.4  	 -0.66337  	 00.35779  	 00.44740  	 01789611 
875.5  	 -0.64450  	 00.39936  	 00.41566  	 01662652 
875.6  	 -0.61933  	 00.43738  	 00.38023  	 01520918 
875.7  	 -0.58760  	 00.47152  	 00.34142  	 01365660 
875.8  	 -0.54913  	 00.50148  	 00.29958  	 01198337 
875.9  	 -0.50375  	 00.52700  	 00.25514  	 01020572 
876.0  	 -0.45135  	 00.54785  	 00.20853  	 00834120 
876.1  	 -0.39197  	 00.56387  	 00.16020  	 00640819 
876.2  	 -0.32563  	 00.57493  	 00.11064  	 00442540 
876.3  	 -0.25240  	 00.58096  	 00.06029  	 00241154 
876.4  	 -0.17260  	 00.58192  	 00.00962  	 00038488 
876.5  	 -0.08653  	 00.57783  	 -0.04093  	 -0163705 
876.6  	 00.00509  	 00.56874  	 -0.09094  	 -0363768 
876.7  	 00.10162  	 00.55473  	 -0.14004  	 -0560152 
876.8  	 00.20213  	 00.53595  	 -0.18785  	 -0751417 
876.9  	 00.30527  	 00.51254  	 -0.23406  	 -0936230 
877.0  	 00.40973  	 00.48471  	 -0.27834  	 -1113355 
877.1  	 00.51372  	 00.45267  	 -0.32041  	 -1281631 
877.2  	 00.61535  	 00.41667  	 -0.35999  	 -1439950 
877.3  	 00.71265  	 00.37699  	 -0.39681  	 -1587236 
877.4  	 00.80322  	 00.33393  	 -0.43061  	 -1722430 
877.5  	 00.88492  	 00.28782  	 -0.46112  	 -1844470 
877.6  	 00.95531  	 00.23901  	 -0.48807  	 -1952284 
877.7  	 01.01220  	 00.18786  	 -0.51149  	 -2000000 
877.8  	 01.05359  	 00.13450  	 -0.53357  	 -2000000 
877.9  	 01.07762  	 00.07913  	 -0.55372  	 -1986571 
878.0  	 01.08282  	 00.02188  	 -0.57246  	 -1921524 
878.1  	 01.06822  	 -0.03704  	 -0.58926  	 -1866759 
878.2  	 01.03321  	 -0.09729  	 -0.60249  	 -1825756 
878.3  	 00.97771  	 -0.15833  	 -0.61040  	 -1802092 
878.4  	 00.90237  	 -0.21944  	 -0.61111  	 -1800001 
878.5  	 00.80817  	 -0.27970  	 -0.60263  	 -1825321 
878.6  	 00.69685  	 -0.33799  	 -0.58286  	 -1887247 
878.7  	 00.57050  	 -0.39294  	 -0.54946  	 -2000000 
878.8  	 00.43164  	 -0.44322  	 -0.50289  	 -2000000 
878.9  	 00.28333  	 -0.48810  	 -0.44880  	 -1795186 
879.0  	 00.12871  	 -0.52728  	 -0.39179  	 -1567162 
879.1  	 -0.02873  	 -0.56054  	 -0.33255  	 -1330184 
879.2  	 -0.18557  	 -0.58771  	 -0.27168  	 -1086735 
879.3  	 -0.33857  	 -0.60869  	 -0.20983  	 -0839301 
879.4  	 -0.48420  	 -0.62345  	 -0.14758  	 -0590323 
879.5  	 -0.61987  	 -0.63200  	 -0.08554  	 -0342150 
879.6  	 -0.74270  	 -0.63443  	 -0.02425  	 -0097003 
879.7  	 -0.85066  	 -0.63085  	 00.03576  	 00143050 
879.8  	 -0.94215  	 -0.62145  	 00.09403  	 00376106 
879.9  	 -1.01591  	 -0.60644  	 00.15011  	 00600440 
880.0  	 -1.07151  	 -0.58607  	 00.20363  	 00814500 
880.1  	 -1.10875  	 -0.56065  	 00.25422  	 01016885 
880.2  	 -1.12824  	 -0.53049  	 00.30158  	 01206338 
880.3  	 -1.13081  	 -0.49595  	 00.34543  	 01381720 
880.4  	 -1.11780  	 -0.45740  	 00.38550  	 01541990 
880.5  	 -1.09085  	 -0.41525  	 00.42154  	 01686178 
880.6  	 -1.05196  	 -0.36991  	 00.45334  	 01813372 
880.7  	 -1.00305  	 -0.32184  	 00.48068  	 01922705 
880.8  	 -0.94623  	 -0.27150  	 00.50342  	 02000000 
880.9  	 -0.88363  	 -0.21920  	 00.52305  	 02000000 
881.0  	 -0.81708  	 -0.16522  	 00.53980  	 02000000 
881.1  	 -0.74845  	 -0.10994  	 00.55275  	 01990066 
881.2  	 -0.67908  	 -0.05377  	 00.56175  	 01958163 
881.3  	 -0.61014  	 00.00280  	 00.56572  	 01944427 
881.4  	 -0.54265  	 00.05910  	 00.56294  	 01954041 
881.5  	 -0.47682  	 00.11425  	 00.55157  	 01994308 
881.6  	 -0.41298  	 00.16733  	 00.53080  	 02000000 
881.7  	 -0.35084  	 00.21745  	 00.50111  	 02000000 
881.8  	 -0.28991  	 00.26392  	 00.46475  	 01858981 
881.9  	 -0.22948  	 00.30639  	 00.42472  	 01698877 
882.0  	 -0.16874  	 00.34455  	 00.38163  	 01526522 
882.1  	 -0.10665  	 00.37816  	 00.33609  	 01344363 
882.2  	 -0.04229  	 00.40704  	 00.28873  	 01154935 
882.3  	 00.02532  	 00.43106  	 00.24020  	 00960799 
882.4  	 00.09685  	 00.45017  	 00.19111  	 00764460 
882.5  	 00.17309  	 00.46438  	 00.14208  	 00568304 
882.6  	 00.25414  	 00.47374  	 00.09364  	 00374541 
882.7  	 00.34021  	 00.47837  	 00.04629  	 00185161 
882.8  	 00.43096  	 00.47842  	 00.00048  	 00001902 
882.9  	 00.52578  	 00.47407  	 -0.04344  	 -0173771 
883.0  	 00.62382  	 00.46556  	 -0.08517  	 -0340664 
883.1  	 00.72387  	 00.45311  	 -0.12446  	 -0497846 
883.2  	 00.82440  	 00.43699  	 -0.16116  	 -0644629 
883.3  	 00.92398  	 00.41748  	 -0.19513  	 -0780536 
883.4  	 01.02069  	 00.39485  	 -0.22632  	 -0905268 
883.5  	 01.11277  	 00.36938  	 -0.25467  	 -1018675 
883.6  	 01.19836  	 00.34136  	 -0.28018  	 -1120709 
883.7  	 01.27567  	 00.31108  	 -0.30285  	 -1211396 
883.8  	 01.34311  	 00.27881  	 -0.32270  	 -1290800 
883.9  	 01.39911  	 00.24483  	 -0.33975  	 -1358998 
884.0  	 01.44237  	 00.20943  	 -0.35401  	 -1416057 
884.1  	 01.47176  	 00.17288  	 -0.36551  	 -1462025 
884.2  	 01.48641  	 00.13546  	 -0.37423  	 -1496930 
884.3  	 01.48570  	 00.09744  	 -0.38019  	 -1520768 
884.4  	 01.46913  	 00.05910  	 -0.38338  	 -1533510 
884.5  	 01.43648  	 00.02072  	 -0.38378  	 -1535116 
884.6  	 01.38767  	 -0.01741  	 -0.38138  	 -1525537 
884.7  	 01.32288  	 -0.05503  	 -0.37618  	 -1504726 
884.8  	 01.24227  	 -0.09185  	 -0.36816  	 -1472654 
884.9  	 01.14641  	 -0.12758  	 -0.35733  	 -1429311 
885.0  	 01.03570  	 -0.16195  	 -0.34368  	 -1374708 
885.1  	 00.91094  	 -0.19467  	 -0.32722  	 -1308888 
885.2  	 00.77302  	 -0.22547  	 -0.30798  	 -1231923 
885.3  	 00.62292  	 -0.25407  	 -0.28598  	 -1143927 
885.4  	 00.46205  	 -0.28019  	 -0.26126  	 -1045049 
885.5  	 00.29178  	 -0.30358  	 -0.23387  	 -0935498 
885.6  	 00.11405  	 -0.32397  	 -0.20389  	 -0815545 
885.7  	 -0.06927  	 -0.34111  	 -0.17139  	 -0685557 
885.8  	 -0.25594  	 -0.35476  	 -0.13651  	 -0546029 
885.9  	 -0.44328  	 -0.36470  	 -0.09940  	 -0397613 
886.0  	 -0.62881  	 -0.37073  	 -0.06029  	 -0241147 
886.1  	 -0.80925  	 -0.37267  	 -0.01942  	 -0077693 
886.2  	 -0.98188  	 -0.37039  	 00.02286  	 00091446 
886.3  	 -1.14375  	 -0.36377  	 00.06618  	 00264712 
886.4  	 -1.29170  	 -0.35276  	 00.11007  	 00440294 
886.5  	 -1.42328  	 -0.33736  	 00.15404  	 00616143 
886.6  	 -1.53590  	 -0.31761  	 00.19750  	 00789992 
886.7  	 -1.62761  	 -0.29362  	 00.23985  	 00959403 
886.8  	 -1.69696  	 -0.26558  	 00.28045  	 01121809 
886.9  	 -1.74293  	 -0.23371  	 00.31864  	 01274550 
887.0  	 -1.76531  	 -0.19834  	 00.35373  	 01414924 
